name,time,nodeid,value
test,1518087428800886016,58243,"47235:51590,30,157,-1495586891,#"
test,1518087430295696896,58243," "
test,1518087430296897024,58243,"63875:18,0,15,922149,#"
test,1518087430545239808,58243," "
test,1518087430547481088,58243,"47235:58243,29,3,-933578327,#"
test,1518087430672278784,58243," "
test,1518087430680103936,58243,"47235:58243,27,101,-933362761,#"
test,1518087430789142016,58243," "
test,1518087430791582976,58243,"47235:58243,27,177,-932750049,#"
test,1518087430919141888,58243," "
test,1518087430921746944,58243,"47235:58243,30,157,-932819380,#"
test,1518087431049053952,58243," "
test,1518087431051654144,58243,"47235:58243,30,157,-932819380,#"
test,1518087431184487168,58243," "
test,1518087431185178112,58243,"47235:58243,27,162,-932897514,#"
test,1518087431309122048,58243," "
test,1518087431311193856,58243,"47235:58243,28,44,-933563873,#"
test,1518087431437563904,58243," "
test,1518087431439542016,58243,"47235:58243,28,44,-933563873,#"
test,1518087431797853952,58243," "
test,1518087431799734016,58243,"3815:17,26,82,1265129,#"
test,1518087432297521152,58243," "
test,1518087432298970880,58243,"1103:1,27,166,1133892,#"
test,1518087432423017984,58243," "
test,1518087432425102080,58243,"47235:3815,26,82,-1457282217,#"
test,1518087432672774912,58243," "
test,1518087432675044096,58243,"47235:27776,29,3,2024166554,#"
test,1518087434422460160,58243," "
test,1518087434424734976,58243,"47235:58243,27,101,-933362761,#"
test,1518087434483695104,58243," "
test,1518087434486320896,58243,"47235:58243,27,177,-932750049,#"
test,1518087434613698048,58243," "
test,1518087434616233216,58243,"47235:58243,30,157,-932819380,#"
test,1518087434743542784,58243," "
test,1518087434746081024,58243,"47235:58243,30,157,-932819380,#"
test,1518087434747663104,58243,waiting...
test,1518087434873737216,58243," "
test,1518087434876153088,58243,"47235:58243,27,162,-932897514,#"
test,1518087434966905088,58243," "
test,1518087434968848896,58243,"51590:1,30,156,1164901,#"
test,1518087435670799872,58243," "
test,1518087435673039872,58243,"47235:43398,28,45,919098781,#"
test,1518087435923078912,58243," "
test,1518087435924811008,58243,"27776:20,29,3,1670874,#"
test,1518087436170483968,58243," "
test,1518087436172642048,58243,"47235:27776,29,3,2024166554,#"
test,1518087438046416896,58243," "
test,1518087438048866048,58243,"47235:58243,27,101,-933362761,#"
test,1518087438116002048,58243," "
test,1518087438118518016,58243,"47235:58243,27,177,-932750049,#"
test,1518087438245963008,58243," "
test,1518087438248462848,58243,"47235:58243,30,157,-932819380,#"
test,1518087438376048128,58243," "
test,1518087438378355968,58243,"47235:58243,30,157,-932819380,#"
test,1518087438509768960,58243," "
test,1518087438512270080,58243,"47235:58243,27,162,-932897514,#"
test,1518087438635715840,58243," "
test,1518087438638291968,58243,"47235:58243,30,156,-932828457,#"
test,1518087438764153856,58243," "
test,1518087438766198016,58243,"47235:58243,28,45,-933561292,#"
test,1518087438853888000,58243," "
test,1518087438855683072,58243,"1103:1,27,177,1243309,#"
test,1518087440295737088,58243," "
test,1518087440297227008,58243,"27776:20,29,2,1670729,#"
test,1518087441419044096,58243," "
test,1518087441421051904,58243,"47235:58243,27,101,-933362761,#"
test,1518087441452555008,58243," "
test,1518087441455246848,58243,"47235:58243,27,177,-932750049,#"
test,1518087441582670848,58243," "
test,1518087441584999936,58243,"47235:58243,30,157,-932819380,#"
test,1518087441712510208,58243," "
test,1518087441715028992,58243,"47235:58243,30,157,-932819380,#"
test,1518087441842535936,58243," "
test,1518087441845063936,58243,"47235:58243,27,162,-932897514,#"
test,1518087441972642048,58243," "
test,1518087441975079168,58243,"47235:58243,30,156,-932828457,#"
test,1518087442102413056,58243," "
test,1518087442104600064,58243,"47235:58243,28,45,-933561292,#"
test,1518087442231960064,58243," "
test,1518087442234211072,58243,"47235:58243,27,177,-932750049,#"
test,1518087444045443072,58243," "
test,1518087444047151104,58243,"27776:20,29,2,1670729,#"
test,1518087445119119872,58243,waiting...
test,1518087446046674944,58243," "
test,1518087446048276992,58243,"21767:0,29,2,414729,#"
test,1518087446921658112,58243," "
test,1518087446924225024,58243,"47235:58243,27,101,-933362761,#"
test,1518087447014892032,58243," "
test,1518087447017401088,58243,"47235:58243,27,177,-932750049,#"
test,1518087447145009152,58243," "
test,1518087447147265792,58243,"47235:58243,30,157,-932819380,#"
test,1518087447274838016,58243," "
test,1518087447277136128,58243,"47235:58243,30,157,-932819380,#"
test,1518087447405016832,58243," "
test,1518087447407394816,58243,"47235:58243,27,162,-932897514,#"
test,1518087447534739968,58243," "
test,1518087447537296128,58243,"47235:58243,30,156,-932828457,#"
test,1518087447664627968,58243," "
test,1518087447666948096,58243,"47235:58243,28,45,-933561292,#"
test,1518087447794137088,58243," "
test,1518087447796546816,58243,"47235:58243,27,177,-932750049,#"
test,1518087448048333056,58243," "
test,1518087448050086912,58243,"27776:20,29,2,1670729,#"
test,1518087449792344064,58243," "
test,1518087449794521088,58243,"47235:27776,29,2,2024166409,#"
test,1518087449918534144,58243," "
test,1518087449920870144,58243,"47235:58243,27,101,-933362761,#"
test,1518087449972146944,58243," "
test,1518087449974621952,58243,"47235:58243,27,177,-932750049,#"
test,1518087450102204928,58243," "
test,1518087450104648960,58243,"47235:58243,30,157,-932819380,#"
test,1518087450232239104,58243," "
test,1518087450234388992,58243,"47235:58243,30,157,-932819380,#"
test,1518087450362251008,58243," "
test,1518087450364532992,58243,"47235:58243,27,162,-932897514,#"
test,1518087450492188928,58243," "
test,1518087450494519040,58243,"47235:58243,30,156,-932828457,#"
test,1518087450622423040,58243," "
test,1518087450624589824,58243,"47235:58243,28,45,-933561292,#"
test,1518087451169637888,58243," "
test,1518087451173801984,58243,"59398:18,26,29,1238805,#"
test,1518087451292269824,58243," "
test,1518087451294404864,58243,"47235:59398,26,29,848024293,#"
test,1518087451669568000,58243," "
test,1518087451671309824,58243,"1103:1,27,177,1243309,#"
test,1518087451922934016,58243," "
test,1518087451925187072,58243,"47235:1103,27,177,229242787,#"
test,1518087452295766016,58243," "
test,1518087452297843968,58243,"47235:27776,29,2,2024166409,#"
test,1518087452674652928,58243," "
test,1518087452676593152,58243,"51590:1,30,157,1173978,#"
test,1518087452797626880,58243," "
test,1518087452800137984,58243,"47235:51590,30,157,-1495586891,#"
test,1518087454046384128,58243," "
test,1518087454048198912,58243,"21767:0,30,157,1173821,#"
test,1518087454294604032,58243," "
test,1518087454296178944,58243,"3815:17,26,83,1269914,#"
test,1518087455044461056,58243," "
test,1518087455046181888,58243,"51590:1,30,157,1173978,#"
test,1518087455113827072,58243,waiting...
test,1518087455173046016,58243," "
test,1518087455176197888,58243,"3815:17,26,76,1237637,#"
test,1518087455671771136,58243," "
test,1518087455674046976,58243,"47235:58243,27,101,-933362761,#"
test,1518087455748915968,58243," "
test,1518087455751640064,58243,"47235:58243,27,177,-932750049,#"
test,1518087455878887936,58243," "
test,1518087455881413888,58243,"47235:58243,30,157,-932819380,#"
test,1518087456008968960,58243," "
test,1518087456011396864,58243,"47235:58243,30,157,-932819380,#"
test,1518087456138795008,58243," "
test,1518087456141305856,58243,"47235:58243,27,162,-932897514,#"
test,1518087456268980992,58243," "
test,1518087456271315200,58243,"47235:58243,30,156,-932828457,#"
test,1518087456399136000,58243," "
test,1518087456400836864,58243,"47235:58243,28,45,-933561292,#"
test,1518087456528145152,58243," "
test,1518087456530124032,58243,"47235:21767,28,45,-250651520,#"
test,1518087457172036864,58243," "
test,1518087457174329088,58243,"47235:27776,29,2,2024166409,#"
test,1518087459298063104,58243," "
test,1518087459299896832,58243,"47235:58243,26,83,-933494628,#"
test,1518087459423347968,58243," "
test,1518087459425238016,58243,"47235:58243,26,76,-933526905,#"
test,1518087459517157120,58243," "
test,1518087459519813120,58243,"47235:58243,27,101,-933362761,#"
test,1518087459647276032,58243," "
test,1518087459649979136,58243,"47235:58243,27,177,-932750049,#"
test,1518087459777283072,58243," "
test,1518087459779712000,58243,"47235:58243,30,157,-932819380,#"
test,1518087459907675136,58243," "
test,1518087459910178816,58243,"47235:58243,30,157,-932819380,#"
test,1518087462420717056,58243," "
test,1518087462422566912,58243,"47235:58243,26,83,-933494628,#"
test,1518087462673819136,58243," "
test,1518087462676333824,58243,"47235:58243,27,101,-933362761,#"
test,1518087462778601984,58243," "
test,1518087462781244928,58243,"47235:58243,27,177,-932750049,#"
test,1518087462908701952,58243," "
test,1518087462911083008,58243,"47235:58243,30,157,-932819380,#"
test,1518087463040509952,58243," "
test,1518087463042924032,58243,"47235:58243,30,157,-932819380,#"
test,1518087463172132096,58243," "
test,1518087463174045184,58243,"3815:17,27,72,1256288,#"
test,1518087463294982912,58243," "
test,1518087463297196032,58243,"47235:27776,29,2,2024166409,#"
test,1518087463544102912,58243," "
test,1518087463545652992,58243,"1103:1,27,176,1233072,#"
test,1518087463916854016,58243," "
test,1518087463918829056,58243,"47235:63875,0,15,-1942566772,#"
test,1518087464292186880,58243," "
test,1518087464293740032,58243,"27776:20,29,1,1670642,#"
test,1518087464420440832,58243," "
test,1518087464422594048,58243,"47235:27776,29,1,2024166322,#"
test,1518087465676764928,58243,waiting...
test,1518087465796566016,58243," "
test,1518087465799318016,58243,"47235:58243,27,101,-933362761,#"
test,1518087465889832960,58243," "
test,1518087465892364032,58243,"47235:58243,27,177,-932750049,#"
test,1518087466019905024,58243," "
test,1518087466022285824,58243,"47235:58243,30,157,-932819380,#"
test,1518087466149827840,58243," "
test,1518087466152259072,58243,"47235:58243,30,157,-932819380,#"
test,1518087466279730176,58243," "
test,1518087466281694976,58243,"47235:58243,27,72,-933508254,#"
test,1518087466409588992,58243," "
test,1518087466411657984,58243,"47235:58243,29,2,-933578472,#"
test,1518087466537507072,58243," "
test,1518087466540167936,58243,"47235:58243,27,176,-932760286,#"
test,1518087466665980928,58243," "
test,1518087466668350976,58243,"47235:58243,0,15,-933986676,#"
test,1518087468169861120,58243," "
test,1518087468171547904,58243,"1103:1,27,176,1233072,#"
test,1518087468421850880,58243," "
test,1518087468423494144,58243,"51590:1,30,156,1164901,#"
test,1518087469048673024,58243," "
test,1518087469051170048,58243,"47235:58243,27,177,-932750049,#"
test,1518087469074682880,58243," "
test,1518087469077224960,58243,"47235:58243,30,157,-932819380,#"
test,1518087469204809984,58243," "
test,1518087469207053824,58243,"47235:58243,30,157,-932819380,#"
test,1518087469285996032,58243," "
test,1518087469287575040,58243,"27776:20,29,2,1670729,#"
test,1518087469543081984,58243," "
test,1518087469545231104,58243,"47235:58243,29,2,-933578472,#"
test,1518087469592155904,58243," "
test,1518087469594592000,58243,"47235:58243,27,176,-932760286,#"
test,1518087469722490112,58243," "
test,1518087469724864000,58243,"47235:58243,0,15,-933986676,#"
test,1518087471044506112,58243," "
test,1518087471047084032,58243,"47235:58243,27,176,-932760286,#"
test,1518087471173096960,58243," "
test,1518087471174851840,58243,"21767:0,27,176,1232915,#"
test,1518087471298813952,58243," "
test,1518087471301163008,58243,"47235:58243,30,157,-932819380,#"
test,1518087471364257024,58243," "
test,1518087471366707200,58243,"47235:58243,30,157,-932819380,#"
test,1518087471494044160,58243," "
test,1518087471496328192,58243,"47235:58243,29,2,-933578472,#"
test,1518087471622072832,58243," "
test,1518087471624367104,58243,"47235:58243,29,2,-933578472,#"
test,1518087471750447872,58243," "
test,1518087471752944896,58243,"47235:58243,27,176,-932760286,#"
test,1518087472046628864,58243," "
test,1518087472048475904,58243,"27776:20,29,2,1670729,#"
test,1518087472171785984,58243," "
test,1518087472175885056,58243,"1103:1,27,176,1233072,#"
test,1518087472422606080,58243," "
test,1518087472424731136,58243,"47235:1103,27,176,229232550,#"
test,1518087473922604032,58243," "
test,1518087473924467968,58243,"3815:17,27,87,1325453,#"
test,1518087474297220864,58243," "
test,1518087474298791936,58243,"43398:17,27,60,1210352,#"
test,1518087475170636032,58243," "
test,1518087475173038080,58243,"47235:58243,27,176,-932760286,#"
test,1518087475212132096,58243," "
test,1518087475214473984,58243,"47235:58243,30,157,-932819380,#"
test,1518087475342067968,58243," "
test,1518087475344398080,58243,"47235:58243,30,157,-932819380,#"
test,1518087475472069888,58243," "
test,1518087475474306048,58243,"47235:58243,29,2,-933578472,#"
test,1518087475600146176,58243," "
test,1518087475602423040,58243,"47235:58243,29,2,-933578472,#"
test,1518087475677985792,58243,waiting...
test,1518087475728247040,58243," "
test,1518087475730743040,58243,"47235:58243,27,176,-932760286,#"
test,1518087475858622976,58243," "
test,1518087475860979200,58243,"47235:58243,29,2,-933578472,#"
test,1518087476044635136,58243," "
test,1518087476046322944,58243,"27776:20,29,2,1670729,#"
test,1518087476422290176,58243," "
test,1518087476423739904,58243,"43398:17,27,0,1105952,#"
test,1518087478170563840,58243," "
test,1518087478172332032,58243,"59398:18,26,29,1238805,#"
test,1518087478923554048,58243," "
test,1518087478925967104,58243,"47235:58243,30,157,-932819380,#"
test,1518087478941716992,58243," "
test,1518087478944242944,58243,"47235:58243,30,157,-932819380,#"
test,1518087479071657984,58243," "
test,1518087479073939200,58243,"47235:58243,29,2,-933578472,#"
test,1518087479199693824,58243," "
test,1518087479201777920,58243,"47235:58243,29,2,-933578472,#"
test,1518087479327610112,58243," "
test,1518087479329947904,58243,"47235:58243,27,176,-932760286,#"
test,1518087479457490944,58243," "
test,1518087479459629056,58243,"47235:58243,29,2,-933578472,#"
test,1518087479585929984,58243," "
test,1518087479588242944,58243,"47235:58243,29,2,-933578472,#"
test,1518087479793801984,58243," "
test,1518087479795422976,58243,"21767:0,29,2,414729,#"
test,1518087480046336768,58243," "
test,1518087480047721984,58243,"21767:0,29,2,414729,#"
test,1518087481922228992,58243," "
test,1518087481923845120,58243,"3815:17,26,100,1360133,#"
test,1518087482422588160,58243," "
test,1518087482427331072,58243,"47235:21767,26,29,-250760248,#"
test,1518087482672545792,58243," "
test,1518087482675003904,58243,"47235:58243,27,176,-932760286,#"
test,1518087482729978112,58243," "
test,1518087482732475136,58243,"47235:58243,29,2,-933578472,#"
test,1518087482858061056,58243," "
test,1518087482860364800,58243,"47235:58243,29,2,-933578472,#"
test,1518087482986226176,58243," "
test,1518087482988420096,58243,"47235:58243,29,2,-933578472,#"
test,1518087483117165056,58243," "
test,1518087483119697152,58243,"47235:3815,26,100,-1457187213,#"
test,1518087483421613056,58243," "
test,1518087483423291904,58243,"43398:17,27,3,1106213,#"
test,1518087483671241984,58243," "
test,1518087483673537024,58243,"47235:43398,27,3,919001744,#"
test,1518087485676115968,58243,waiting...
test,1518087485795939072,58243," "
test,1518087485797643008,58243,"21767:0,27,3,334872,#"
test,1518087486291874816,58243," "
test,1518087486293703168,58243,"47235:58243,26,29,-933670020,#"
test,1518087486423919872,58243," "
test,1518087486426279936,58243,"47235:58243,27,176,-932760286,#"
test,1518087486524632832,58243," "
test,1518087486526906112,58243,"47235:58243,29,2,-933578472,#"
test,1518087486652514048,58243," "
test,1518087486654993920,58243,"47235:58243,29,2,-933578472,#"
test,1518087486780523008,58243," "
test,1518087486782802944,58243,"47235:58243,29,2,-933578472,#"
test,1518087486908744960,58243," "
test,1518087486911198976,58243,"47235:58243,26,100,-933404409,#"
test,1518087487038636032,58243," "
test,1518087487040876032,58243,"47235:58243,27,3,-933658329,#"
test,1518087487169963008,58243," "
test,1518087487172220928,58243,"47235:58243,27,3,-933658329,#"
test,1518087487416114176,58243," "
test,1518087487417819904,58243,"51590:1,30,157,1173978,#"
test,1518087487669181952,58243," "
test,1518087487671808000,58243,"47235:51590,30,157,-1495586891,#"
test,1518087489422717952,58243," "
test,1518087489424241152,58243,"3815:17,26,99,1354362,#"
test,1518087490045573888,58243," "
test,1518087490047506944,58243,"47235:58243,26,29,-933670020,#"
test,1518087490295286784,58243," "
test,1518087490297512960,58243,"47235:58243,29,2,-933578472,#"
test,1518087490394663936,58243," "
test,1518087490396855040,58243,"47235:58243,29,2,-933578472,#"
test,1518087490522625024,58243," "
test,1518087490524828928,58243,"47235:58243,29,2,-933578472,#"
test,1518087490650808064,58243," "
test,1518087490653348864,58243,"47235:58243,26,100,-933404409,#"
test,1518087490780832000,58243," "
test,1518087490783143168,58243,"47235:58243,27,3,-933658329,#"
test,1518087490909168128,58243," "
test,1518087490911504896,58243,"47235:58243,27,3,-933658329,#"
test,1518087491421415936,58243," "
test,1518087491422998016,58243,"43398:17,27,0,1105952,#"
test,1518087492295369984,58243," "
test,1518087492296835072,58243,"21767:0,27,0,334611,#"
test,1518087493923340032,58243," "
test,1518087493925347072,58243,"47235:58243,29,2,-933578472,#"
test,1518087493991360000,58243," "
test,1518087493993828096,58243,"47235:58243,29,2,-933578472,#"
test,1518087494119548160,58243," "
test,1518087494121968896,58243,"47235:58243,29,2,-933578472,#"
test,1518087494247760128,58243," "
test,1518087494250072832,58243,"47235:58243,26,100,-933404409,#"
test,1518087494377938944,58243," "
test,1518087494379930112,58243,"47235:58243,27,3,-933658329,#"
test,1518087494505923072,58243," "
test,1518087494508222208,58243,"47235:58243,27,3,-933658329,#"
test,1518087494634320128,58243," "
test,1518087494636486912,58243,"47235:58243,27,0,-933658590,#"
test,1518087495046768896,58243," "
test,1518087495048610816,58243,"3815:17,26,77,1242074,#"
test,1518087495296276992,58243," "
test,1518087495298209792,58243,"47235:3815,26,77,-1457305272,#"
test,1518087495675769088,58243,waiting...
test,1518087497171001856,58243," "
test,1518087497173172992,58243,"47235:58243,29,2,-933578472,#"
test,1518087497247129856,58243," "
test,1518087497249256960,58243,"47235:58243,29,2,-933578472,#"
test,1518087497375158016,58243," "
test,1518087497377139200,58243,"47235:58243,29,2,-933578472,#"
test,1518087497503053824,58243," "
test,1518087497505523968,58243,"47235:58243,26,100,-933404409,#"
test,1518087497632817920,58243," "
test,1518087497635257088,58243,"47235:58243,27,3,-933658329,#"
test,1518087497760857088,58243," "
test,1518087497763137024,58243,"47235:58243,27,3,-933658329,#"
test,1518087497889078016,58243," "
test,1518087497891390976,58243,"47235:58243,27,0,-933658590,#"
test,1518087498017362944,58243," "
test,1518087498019548928,58243,"47235:58243,26,77,-933522468,#"
test,1518087498419496960,58243," "
test,1518087498420800000,58243,"27776:0,29,18,424009,#"
test,1518087498546524160,58243," "
test,1518087498548627968,58243,"47235:27776,29,18,2024175689,#"
test,1518087501170948096,58243," "
test,1518087501173076992,58243,"47235:58243,29,2,-933578472,#"
test,1518087501227781888,58243," "
test,1518087501230025984,58243,"47235:58243,26,100,-933404409,#"
test,1518087501357587968,58243," "
test,1518087501359744000,58243,"47235:58243,27,3,-933658329,#"
test,1518087501485405952,58243," "
test,1518087501487695104,58243,"47235:58243,27,3,-933658329,#"
test,1518087501613348096,58243," "
test,1518087501615686912,58243,"47235:58243,27,0,-933658590,#"
test,1518087501741359104,58243," "
test,1518087501743431936,58243,"47235:58243,26,77,-933522468,#"
test,1518087501870356992,58243," "
test,1518087501872550912,58243,"47235:63875,0,15,-1942566772,#"
test,1518087502165380864,58243," "
test,1518087502166894848,58243,"21767:0,0,15,6525,#"
test,1518087502295432960,58243," "
test,1518087502296646144,58243,"21767:0,0,15,6525,#"
test,1518087504420300032,58243," "
test,1518087504422139904,58243,"47235:58243,29,2,-933578472,#"
test,1518087504461093888,58243," "
test,1518087504463860992,58243,"47235:58243,26,100,-933404409,#"
test,1518087504591123200,58243," "
test,1518087504593430016,58243,"47235:58243,27,3,-933658329,#"
test,1518087504719006976,58243," "
test,1518087504721411840,58243,"47235:58243,27,3,-933658329,#"
test,1518087504847030016,58243," "
test,1518087504849449984,58243,"47235:58243,27,0,-933658590,#"
test,1518087504975169792,58243," "
test,1518087504977318144,58243,"47235:58243,26,77,-933522468,#"
test,1518087505104540160,58243," "
test,1518087505106839808,58243,"47235:58243,0,15,-933986676,#"
test,1518087505675570944,58243,waiting...
test,1518087505795926016,58243," "
test,1518087505798468096,58243,"47235:51590,30,158,-1495577756,#"
test,1518087505918714880,58243," "
test,1518087505921036032,58243,"47235:1103,27,179,229263435,#"
test,1518087506171657984,58243," "
test,1518087506173003008,58243,"27776:0,29,2,414729,#"
test,1518087506416147968,58243," "
test,1518087506417545984,58243,"59398:18,0,29,940013,#"
test,1518087506543040000,58243," "
test,1518087506544804096,58243,"3815:17,26,76,1237637,#"
test,1518087506797362176,58243," "
test,1518087506799628032,58243,"47235:27776,29,2,2024166409,#"
test,1518087506817801984,58243," "
test,1518087506820125184,58243,"47235:59398,0,29,847725501,#"
test,1518087508293832960,58243," "
test,1518087508295398912,58243,"51590:1,30,158,1183113,#"
test,1518087509297878016,58243," "
test,1518087509300188928,58243,"47235:58243,26,100,-933404409,#"
test,1518087509315939840,58243," "
test,1518087509318135040,58243,"47235:58243,27,3,-933658329,#"
test,1518087509444092160,58243," "
test,1518087509446317824,58243,"47235:58243,27,3,-933658329,#"
test,1518087509572269056,58243," "
test,1518087509574459904,58243,"47235:58243,27,0,-933658590,#"
test,1518087509700099840,58243," "
test,1518087509702281984,58243,"47235:58243,26,77,-933522468,#"
test,1518087509829054208,58243," "
test,1518087509831396096,58243,"47235:58243,0,15,-933986676,#"
test,1518087509957505024,58243," "
test,1518087509960041984,58243,"47235:58243,30,158,-932810245,#"
test,1518087510171065088,58243," "
test,1518087510172672000,58243,"43398:17,26,0,1070133,#"
test,1518087511672305152,58243," "
test,1518087511674688000,58243,"47235:58243,26,100,-933404409,#"
test,1518087511717828096,58243," "
test,1518087511720137984,58243,"47235:58243,27,3,-933658329,#"
test,1518087511846065152,58243," "
test,1518087511848336896,58243,"47235:58243,27,3,-933658329,#"
test,1518087511973985792,58243," "
test,1518087511976434944,58243,"47235:58243,27,0,-933658590,#"
test,1518087512101875968,58243," "
test,1518087512104183808,58243,"47235:58243,26,77,-933522468,#"
test,1518087512231004928,58243," "
test,1518087512233135872,58243,"47235:58243,0,15,-933986676,#"
test,1518087512359217920,58243," "
test,1518087512361470976,58243,"47235:58243,30,158,-932810245,#"
test,1518087512489455104,58243," "
test,1518087512491705856,58243,"47235:58243,26,0,-933694409,#"
test,1518087514047291136,58243," "
test,1518087514049676800,58243,"47235:58243,26,100,-933404409,#"
test,1518087514092780032,58243," "
test,1518087514095133184,58243,"47235:58243,27,3,-933658329,#"
test,1518087514221329920,58243," "
test,1518087514223403008,58243,"47235:58243,27,3,-933658329,#"
test,1518087514349289984,58243," "
test,1518087514351304960,58243,"47235:58243,27,0,-933658590,#"
test,1518087514477165824,58243," "
test,1518087514479302912,58243,"47235:58243,26,77,-933522468,#"
test,1518087514606065152,58243," "
test,1518087514608421120,58243,"47235:58243,0,15,-933986676,#"
test,1518087514733940992,58243," "
test,1518087514736634112,58243,"47235:58243,30,158,-932810245,#"
test,1518087514864336128,58243," "
test,1518087514866627840,58243,"47235:58243,26,0,-933694409,#"
test,1518087515293741056,58243," "
test,1518087515295087104,58243,"27776:0,29,2,414729,#"
test,1518087515416763136,58243," "
test,1518087515418447104,58243,"43398:17,26,3,1070394,#"
test,1518087515546350080,58243," "
test,1518087515548227072,58243,"3815:17,26,75,1233258,#"
test,1518087515675282944,58243,waiting...
test,1518087515918749952,58243," "
test,1518087515921099008,58243,"47235:27776,29,1,2024166322,#"
test,1518087516542636032,58243," "
