[2018-03-20 14:08:54],47695,a,0.54,0.32,0.80,
[2018-03-20 14:08:54],47742,a,0.54,0.32,0.79,
[2018-03-20 14:08:54],47789,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],47835,a,0.54,0.32,0.80,
[2018-03-20 14:08:55],47882,a,0.54,0.32,0.80,
[2018-03-20 14:08:55],47929,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],47976,a,0.54,0.33,0.80,
[2018-03-20 14:08:55],48023,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48070,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48117,a,0.54,0.32,0.80,
[2018-03-20 14:08:55],48164,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48179,b,1006.58,
[2018-03-20 14:08:55],48187,t,28.62,
[2018-03-20 14:08:55],48187,l,87.60,
[2018-03-20 14:08:55],48187,h,55.24,
[2018-03-20 14:08:55],48226,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48273,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48320,a,0.55,0.33,0.79,
[2018-03-20 14:08:55],48367,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48414,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48460,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48507,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48554,a,0.55,0.32,0.79,
[2018-03-20 14:08:55],48601,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48648,a,0.54,0.32,0.80,
[2018-03-20 14:08:55],48679,b,1006.61,
[2018-03-20 14:08:55],48695,a,0.54,0.32,0.79,
[2018-03-20 14:08:55],48742,a,0.54,0.33,0.79,
[2018-03-20 14:08:55],48789,a,0.54,0.32,0.79,
[2018-03-20 14:08:56],48835,a,0.54,0.32,0.79,
[2018-03-20 14:08:56],48882,a,0.54,0.33,0.80,
[2018-03-20 14:08:56],48929,a,0.54,0.32,0.80,
[2018-03-20 14:08:56],48976,a,0.54,0.33,0.78,
[2018-03-20 14:08:56],49023,a,0.55,0.33,0.79,
[2018-03-20 14:08:56],49070,a,0.54,0.33,0.79,
[2018-03-20 14:08:56],49117,a,0.54,0.32,0.79,
[2018-03-20 14:08:56],49164,a,0.54,0.32,0.80,
[2018-03-20 14:08:56],49179,b,1006.53,
[2018-03-20 14:08:56],49187,t,28.62,
[2018-03-20 14:08:56],49187,l,88.24,
[2018-03-20 14:08:56],49187,h,99.99,
