97164,WALKING
162195,FLOORCHANGE
179203,NOFLOORCHANGE
221218,OUTDOOR
336218,IDLE
397218,WALKING
429242,FLOORCHANGE
443242,NOFLOORCHANGE
455242,FLOORCHANGE
468742,NOFLOORCHANGE
515250,FLOORCHANGE
531250,NOFLOORCHANGE
545265,INDOOR
566234,IDLE
