time,x,y,z,b,t,l,h,label
327281,1.12,0.17,0.03,1006,28.968,44.4,99.99,1
327328,1.27,0.18,-0.01,1006,28.968,44.4,99.99,1
327375,1.35,0.05,-0.21,1006,28.968,44.4,99.99,1
327421,1.18,-0.01,-0.18,1006,28.968,44.4,99.99,1
327468,1,0.06,-0.11,1006,28.968,44.4,99.99,1
327515,1.03,0.14,0,1006,28.968,44.4,99.99,1
327562,1.06,0.24,0.06,1006,28.968,44.4,99.99,1
327609,1.04,0.2,0.03,1006,28.968,44.4,99.99,1
327656,0.95,0.15,0.08,1006,28.968,44.4,99.99,1
327703,0.95,0.16,0.05,1006,28.968,44.4,99.99,1
327734,0.95,0.16,0.05,1006.3,28.968,44.4,99.99,1
327750,1.05,0.12,0,1006.3,28.968,44.4,99.99,1
327796,1.19,0.11,-0.14,1006.3,28.968,44.4,99.99,1
327843,1.36,0.2,0,1006.3,28.968,44.4,99.99,1
327890,1.18,0.37,0.03,1006.3,28.968,44.4,99.99,1
327937,1.31,0.3,-0.08,1006.3,28.968,44.4,99.99,1
327984,1.43,0.22,-0.23,1006.3,28.968,44.4,99.99,1
328031,1.35,0.1,-0.25,1006.3,28.968,44.4,99.99,1
328078,1.22,0.04,-0.22,1006.3,28.968,44.4,99.99,1
328125,1.11,0.01,-0.21,1006.3,28.968,44.4,99.99,1
328171,1.04,0.05,-0.17,1006.3,28.968,44.4,99.99,1
328218,0.95,0.09,-0.13,1006.3,28.968,44.4,99.99,1
328234,0.95,0.09,-0.13,1006.5,28.968,44.4,99.99,1
328250,0.95,0.09,-0.13,1006.5,28.968,44.4,99.99,1
328250,0.95,0.09,-0.13,1006.5,28.968,70.8,99.99,1
328250,0.95,0.09,-0.13,1006.5,28.968,70.8,99.99,1
328281,0.77,0.12,-0.1,1006.5,28.968,70.8,99.99,1
328328,0.77,0.11,-0.08,1006.5,28.968,70.8,99.99,1
328375,0.81,0.08,-0.05,1006.5,28.968,70.8,99.99,1
328421,0.99,0.05,-0.12,1006.5,28.968,70.8,99.99,1
328468,1.13,0.09,-0.1,1006.5,28.968,70.8,99.99,1
328515,1.1,0.21,0.04,1006.5,28.968,70.8,99.99,1
328562,1.28,0.17,0,1006.5,28.968,70.8,99.99,1
328609,1.26,0.05,-0.15,1006.5,28.968,70.8,99.99,1
328656,1.09,-0.02,-0.14,1006.5,28.968,70.8,99.99,1
328703,0.99,0.03,-0.12,1006.5,28.968,70.8,99.99,1
328734,0.99,0.03,-0.12,1006.8,28.968,70.8,99.99,1
328750,1.04,0.14,-0.04,1006.8,28.968,70.8,99.99,1
328796,1.09,0.27,0,1006.8,28.968,70.8,99.99,1
328843,1.1,0.22,0.03,1006.8,28.968,70.8,99.99,1
328890,1.05,0.18,0.05,1006.8,28.968,70.8,99.99,1
328937,1.1,0.19,0.09,1006.8,28.968,70.8,99.99,1
328984,1.12,0.21,-0.03,1006.8,28.968,70.8,99.99,1
329031,1.33,0.13,-0.08,1006.8,28.968,70.8,99.99,1
329078,1.43,0.2,-0.05,1006.8,28.968,70.8,99.99,1
329125,1.17,0.28,-0.03,1006.8,28.968,70.8,99.99,1
329171,1.27,0.23,-0.22,1006.8,28.968,70.8,99.99,1
329218,1.3,0.18,-0.26,1006.8,28.968,70.8,99.99,1
329234,1.3,0.18,-0.26,1006.5,28.968,70.8,99.99,1
329250,1.3,0.18,-0.26,1006.5,28.968,70.8,99.99,1
329250,1.3,0.18,-0.26,1006.5,28.968,165.44,99.99,1
329250,1.3,0.18,-0.26,1006.5,28.968,165.44,99.99,1
329281,1.14,0.08,-0.14,1006.5,28.968,165.44,99.99,1
329328,1.1,0.06,-0.12,1006.5,28.968,165.44,99.99,1
329375,1.02,0.06,-0.16,1006.5,28.968,165.44,99.99,1
329421,0.96,0.09,-0.13,1006.5,28.968,165.44,99.99,1
329468,0.88,0.09,-0.13,1006.5,28.968,165.44,99.99,1
329515,0.85,0.11,-0.1,1006.5,28.968,165.44,99.99,1
329562,0.88,0.1,-0.04,1006.5,28.968,165.44,99.99,1
329609,0.95,0.05,-0.07,1006.5,28.968,165.44,99.99,1
329656,1.07,0,-0.16,1006.5,28.968,165.44,99.99,1
329703,1.1,0.14,-0.1,1006.5,28.968,165.44,99.99,1
329734,1.1,0.14,-0.1,1006.5,28.968,165.44,99.99,1
329750,1.07,0.23,0.02,1006.5,28.968,165.44,99.99,1
329796,1.24,0.2,0.02,1006.5,28.968,165.44,99.99,1
329843,1.19,0.05,0.04,1006.5,28.968,165.44,99.99,1
329890,1.14,-0.04,-0.11,1006.5,28.968,165.44,99.99,1
329937,1.13,0,-0.13,1006.5,28.968,165.44,99.99,1
329984,1.12,0.14,-0.06,1006.5,28.968,165.44,99.99,1
330031,1.1,0.3,0.08,1006.5,28.968,165.44,99.99,1
330078,1.01,0.32,0.1,1006.5,28.968,165.44,99.99,1
330125,0.99,0.25,0.1,1006.5,28.968,165.44,99.99,1
330171,1.1,0.18,0.01,1006.5,28.968,165.44,99.99,1
330218,1.15,0.17,-0.15,1006.5,28.968,165.44,99.99,1
330234,1.15,0.17,-0.15,1005.99,28.968,165.44,99.99,1
330250,1.15,0.17,-0.15,1005.99,29,165.44,99.99,1
330250,1.15,0.17,-0.15,1005.99,29,98.24,99.99,1
330250,1.15,0.17,-0.15,1005.99,29,98.24,99.99,1
330281,1.43,0.21,-0.09,1005.99,29,98.24,99.99,1
330328,1.26,0.34,-0.03,1005.99,29,98.24,99.99,1
330375,1.22,0.32,-0.09,1005.99,29,98.24,99.99,1
330421,1.4,0.3,-0.17,1005.99,29,98.24,99.99,1
330468,1.49,0.19,-0.26,1005.99,29,98.24,99.99,1
330515,1.4,0.02,-0.28,1005.99,29,98.24,99.99,1
330562,1.26,-0.06,-0.29,1005.99,29,98.24,99.99,1
330609,1.17,0,-0.23,1005.99,29,98.24,99.99,1
330656,1.05,0.03,-0.15,1005.99,29,98.24,99.99,1
330703,0.9,0.11,-0.18,1005.99,29,98.24,99.99,1
330734,0.9,0.11,-0.18,1005.99,29,98.24,99.99,1
330750,0.77,0.09,-0.08,1005.99,29,98.24,99.99,1
330796,0.66,0.07,0,1005.99,29,98.24,99.99,1
330843,0.69,-0.01,-0.07,1005.99,29,98.24,99.99,1
330890,0.87,-0.02,-0.11,1005.99,29,98.24,99.99,1
330937,1.04,0.12,-0.08,1005.99,29,98.24,99.99,1
330984,1.22,0.21,-0.05,1005.99,29,98.24,99.99,1
331031,1.6,0.25,-0.14,1005.99,29,98.24,99.99,1
331078,1.49,0.14,-0.05,1005.99,29,98.24,99.99,1
331125,1.2,0.08,-0.14,1005.99,29,98.24,99.99,1
331171,1.08,0,-0.12,1005.99,29,98.24,99.99,1
331218,1.09,0.11,-0.12,1005.99,29,98.24,99.99,1
331234,1.09,0.11,-0.12,1005.99,29,98.24,99.99,1
331250,1.09,0.11,-0.12,1005.99,29,98.24,99.99,1
331250,1.09,0.11,-0.12,1005.99,29,87.84,99.99,1
331250,1.09,0.11,-0.12,1005.99,29,87.84,99.99,1
331281,1.11,0.22,0,1005.99,29,87.84,99.99,1
331328,1.01,0.25,0.1,1005.99,29,87.84,99.99,1
331375,1.04,0.21,0.07,1005.99,29,87.84,99.99,1
331421,1.1,0.19,0.05,1005.99,29,87.84,99.99,1
331468,1.24,0.18,-0.08,1005.99,29,87.84,99.99,1
331515,1.42,0.19,-0.04,1005.99,29,87.84,99.99,1
331562,1.28,0.29,-0.03,1005.99,29,87.84,99.99,1
331609,1.29,0.27,-0.14,1005.99,29,87.84,99.99,1
331656,1.46,0.24,-0.25,1005.99,29,87.84,99.99,1
331703,1.44,0.12,-0.29,1005.99,29,87.84,99.99,1
331734,1.44,0.12,-0.29,1006.1,29,87.84,99.99,1
331750,1.28,0.04,-0.22,1006.1,29,87.84,99.99,1
331796,1.14,0,-0.21,1006.1,29,87.84,99.99,1
331843,0.98,0.04,-0.18,1006.1,29,87.84,99.99,1
331890,0.83,0.09,-0.13,1006.1,29,87.84,99.99,1
331937,0.72,0.1,-0.08,1006.1,29,87.84,99.99,1
331984,0.71,0.09,-0.03,1006.1,29,87.84,99.99,1
332031,0.7,0.05,-0.01,1006.1,29,87.84,99.99,1
332078,0.81,0.01,-0.05,1006.1,29,87.84,99.99,1
332125,1.03,0,-0.17,1006.1,29,87.84,99.99,1
332171,1.3,0.19,-0.06,1006.1,29,87.84,99.99,1
332218,1.39,0.26,0.08,1006.1,29,87.84,99.99,1
332234,1.39,0.26,0.08,1006.5,29,87.84,99.99,1
332250,1.39,0.26,0.08,1006.5,29,87.84,99.99,1
332250,1.39,0.26,0.08,1006.5,29,30.56,99.99,1
332250,1.39,0.26,0.08,1006.5,29,30.56,99.99,1
332281,1.39,0.05,-0.3,1006.5,29,30.56,99.99,1
332328,1.12,-0.02,-0.29,1006.5,29,30.56,99.99,1
332375,1.01,0.01,-0.18,1006.5,29,30.56,99.99,1
332421,1.02,0.13,-0.13,1006.5,29,30.56,99.99,1
332468,1.06,0.22,-0.03,1006.5,29,30.56,99.99,1
332515,1.04,0.28,0.07,1006.5,29,30.56,99.99,1
332562,0.96,0.23,0.03,1006.5,29,30.56,99.99,1
332609,0.98,0.2,0.08,1006.5,29,30.56,99.99,1
332656,1.08,0.19,0,1006.5,29,30.56,99.99,1
332703,1.39,0.16,-0.11,1006.5,29,30.56,99.99,1
332734,1.39,0.16,-0.11,1006.2,29,30.56,99.99,1
332750,1.48,0.23,-0.14,1006.2,29,30.56,99.99,1
332796,1.25,0.35,-0.03,1006.2,29,30.56,99.99,1
332843,1.23,0.31,-0.1,1006.2,29,30.56,99.99,1
332890,1.33,0.29,-0.19,1006.2,29,30.56,99.99,1
332937,1.31,0.13,-0.27,1006.2,29,30.56,99.99,1
332984,1.2,0.01,-0.22,1006.2,29,30.56,99.99,1
333031,1.11,-0.01,-0.19,1006.2,29,30.56,99.99,1
333078,1.02,0.05,-0.19,1006.2,29,30.56,99.99,1
333125,0.92,0.1,-0.14,1006.2,29,30.56,99.99,1
333171,0.8,0.13,-0.08,1006.2,29,30.56,99.99,1
333218,0.76,0.11,-0.14,1006.2,29,30.56,99.99,1
333234,0.76,0.11,-0.14,1006.2,29,30.56,99.99,1
333250,0.76,0.11,-0.14,1006.2,29.31,30.56,99.99,1
333250,0.76,0.11,-0.14,1006.2,29.31,135.52,99.99,1
333250,0.76,0.11,-0.14,1006.2,29.31,135.52,99.99,1
333281,0.77,0.09,0.03,1006.2,29.31,135.52,99.99,1
333328,0.91,0.09,0.01,1006.2,29.31,135.52,99.99,1
333375,1.16,0.07,-0.09,1006.2,29.31,135.52,99.99,1
333421,1.22,0.17,0.13,1006.2,29.31,135.52,99.99,1
333468,1.22,0.12,0.13,1006.2,29.31,135.52,99.99,1
333515,1.32,-0.02,-0.1,1006.2,29.31,135.52,99.99,1
333562,1.14,-0.07,-0.17,1006.2,29.31,135.52,99.99,1
333609,1.03,0.04,-0.11,1006.2,29.31,135.52,99.99,1
333656,1.04,0.15,-0.01,1006.2,29.31,135.52,99.99,1
333703,1.05,0.26,0.06,1006.2,29.31,135.52,99.99,1
333734,1.05,0.26,0.06,1006.1,29.31,135.52,99.99,1
333750,1.04,0.3,0.1,1006.1,29.31,135.52,99.99,1
333796,0.97,0.19,0.11,1006.1,29.31,135.52,99.99,1
333843,0.96,0.13,0.12,1006.1,29.31,135.52,99.99,1
333890,1.07,0.07,0.04,1006.1,29.31,135.52,99.99,1
333937,1.41,0.11,-0.16,1006.1,29.31,135.52,99.99,1
333984,1.62,0.12,-0.17,1006.1,29.31,135.52,99.99,1
334031,1.35,0.21,-0.04,1006.1,29.31,135.52,99.99,1
334078,1.2,0.19,-0.11,1006.1,29.31,135.52,99.99,1
334125,1.24,0.18,-0.22,1006.1,29.31,135.52,99.99,1
334171,1.17,0.13,-0.19,1006.1,29.31,135.52,99.99,1
334218,1.02,0.15,-0.09,1006.1,29.31,135.52,99.99,1
334234,1.02,0.15,-0.09,1006.1,29.31,135.52,99.99,1
334250,1.02,0.15,-0.09,1006.1,29.31,135.52,99.99,1
334250,1.02,0.15,-0.09,1006.1,29.31,186.88,99.99,1
334250,1.02,0.15,-0.09,1006.1,29.31,186.88,99.99,1
334281,0.89,0.26,-0.1,1006.1,29.31,186.88,99.99,1
334328,0.85,0.3,-0.19,1006.1,29.31,186.88,99.99,1
334375,0.85,0.3,-0.17,1006.1,29.31,186.88,99.99,1
334421,0.85,0.31,-0.15,1006.1,29.31,186.88,99.99,1
334468,0.87,0.36,-0.11,1006.1,29.31,186.88,99.99,1
334515,0.82,0.36,-0.14,1006.1,29.31,186.88,99.99,1
334562,0.97,0.43,-0.11,1006.1,29.31,186.88,99.99,1
334609,1,0.57,0.17,1006.1,29.31,186.88,99.99,1
334656,1.04,0.57,0.52,1006.1,29.31,186.88,99.99,1
334703,1.3,0.22,0.04,1006.1,29.31,186.88,99.99,1
334734,1.3,0.22,0.04,1006.7,29.31,186.88,99.99,1
334750,1.3,-0.15,0.05,1006.7,29.31,186.88,99.99,1
334796,1.07,-0.2,0.27,1006.7,29.31,186.88,99.99,1
334843,0.9,0.05,0.32,1006.7,29.31,186.88,99.99,1
334890,0.79,0.32,0.27,1006.7,29.31,186.88,99.99,1
334937,0.65,0.7,0.37,1006.7,29.31,186.88,99.99,1
334984,0.5,0.1,0.38,1006.7,29.31,186.88,99.99,1
335031,0.46,0.48,0.42,1006.7,29.31,186.88,99.99,1
335078,0.56,0.53,0.37,1006.7,29.31,186.88,99.99,1
335125,0.78,0.66,0.39,1006.7,29.31,186.88,99.99,1
335171,0.87,0.65,0.28,1006.7,29.31,186.88,99.99,1
335218,0.97,0.7,0.42,1006.7,29.31,186.88,99.99,1
335234,0.97,0.7,0.42,1005.93,29.31,186.88,99.99,1
335250,0.97,0.7,0.42,1005.93,29.31,186.88,99.99,1
335250,0.97,0.7,0.42,1005.93,29.31,242.4,99.99,1
335250,0.97,0.7,0.42,1005.93,29.31,242.4,99.99,1
335281,0.82,0.53,0.35,1005.93,29.31,242.4,99.99,1
335328,0.71,0.52,0.37,1005.93,29.31,242.4,99.99,1
335375,0.8,0.39,0.47,1005.93,29.31,242.4,99.99,1
335421,0.88,0.32,0.31,1005.93,29.31,242.4,99.99,1
335468,0.87,0.29,0.38,1005.93,29.31,242.4,99.99,1
335515,1.1,0.34,0.19,1005.93,29.31,242.4,99.99,1
335562,0.73,0.42,0.72,1005.93,29.31,242.4,99.99,1
335609,0.87,0.45,0.55,1005.93,29.31,242.4,99.99,1
335656,0.93,0.34,0.63,1005.93,29.31,242.4,99.99,1
335703,0.7,0.35,0.41,1005.93,29.31,242.4,99.99,1
335734,0.7,0.35,0.41,1006.4,29.31,242.4,99.99,1
335750,0.76,0.32,0.63,1006.4,29.31,242.4,99.99,1
335796,0.65,0.41,0.43,1006.4,29.31,242.4,99.99,1
335843,0.72,0.44,0.68,1006.4,29.31,242.4,99.99,1
335890,0.69,0.49,0.74,1006.4,29.31,242.4,99.99,1
335937,0.57,0.38,0.49,1006.4,29.31,242.4,99.99,1
335984,0.69,0.47,0.82,1006.4,29.31,242.4,99.99,1
336031,0.62,0.44,0.74,1006.4,29.31,242.4,99.99,1
336078,0.67,0.37,0.79,1006.4,29.31,242.4,99.99,1
336125,0.63,0.27,0.71,1006.4,29.31,242.4,99.99,1
336171,0.69,0.18,0.8,1006.4,29.31,242.4,99.99,1
336218,0.63,0.13,0.79,1006.4,29.31,242.4,99.99,1
336234,0.63,0.13,0.79,1006.12,29.31,242.4,99.99,1
336250,0.63,0.13,0.79,1006.12,29.31,242.4,99.99,1
336250,0.63,0.13,0.79,1006.12,29.31,485.76,99.99,1
336250,0.63,0.13,0.79,1006.12,29.31,485.76,99.99,1
336281,0.67,0.06,0.77,1006.12,29.31,485.76,99.99,1
336328,0.68,-0.08,0.76,1006.12,29.31,485.76,99.99,1
336375,0.72,-0.04,0.86,1006.12,29.31,485.76,99.99,1
336421,0.71,-0.22,0.87,1006.12,29.31,485.76,99.99,1
336468,0.65,-0.39,0.73,1006.12,29.31,485.76,99.99,1
336515,0.46,-0.25,0.85,1006.12,29.31,485.76,99.99,1
336562,0.46,-0.33,0.8,1006.12,29.31,485.76,99.99,1
336609,0.43,-0.35,0.8,1006.12,29.31,485.76,99.99,1
336656,0.4,-0.36,0.79,1006.12,29.31,485.76,99.99,1
336703,0.32,-0.27,0.87,1006.12,29.31,485.76,99.99,1
336734,0.32,-0.27,0.87,1005.96,29.31,485.76,99.99,1
336750,0.16,-0.31,0.95,1005.96,29.31,485.76,99.99,1
336796,0.09,-0.05,0.94,1005.96,29.31,485.76,99.99,1
336843,0.09,-0.04,0.96,1005.96,29.31,485.76,99.99,1
336890,0.08,0.23,0.89,1005.96,29.31,485.76,99.99,1
336937,0.06,0.31,0.89,1005.96,29.31,485.76,99.99,1
336984,0.04,0.39,0.82,1005.96,29.31,485.76,99.99,1
337031,0.03,0.56,0.75,1005.96,29.31,485.76,99.99,1
337078,0.03,0.71,0.69,1005.96,29.31,485.76,99.99,1
337125,0.04,0.77,0.59,1005.96,29.31,485.76,99.99,1
337171,0.19,1.18,0.44,1005.96,29.31,485.76,99.99,1
337218,0.06,0.86,0.53,1005.96,29.31,485.76,99.99,1
337234,0.06,0.86,0.53,1006.1,29.31,485.76,99.99,1
337250,0.06,0.86,0.53,1006.1,29.62,485.76,99.99,1
337250,0.06,0.86,0.53,1006.1,29.62,416.64,99.99,1
337250,0.06,0.86,0.53,1006.1,29.62,416.64,99.99,1
337281,0.06,0.91,0.5,1006.1,29.62,416.64,99.99,1
337328,-0.11,0.94,0.48,1006.1,29.62,416.64,99.99,1
337375,-0.24,1.01,0.44,1006.1,29.62,416.64,99.99,1
337421,-0.19,0.77,0.33,1006.1,29.62,416.64,99.99,1
337468,-0.35,0.58,0.48,1006.1,29.62,416.64,99.99,1
337515,-0.2,0.71,0.43,1006.1,29.62,416.64,99.99,1
337562,-0.14,0.9,0.47,1006.1,29.62,416.64,99.99,1
337609,-0.11,0.99,0.51,1006.1,29.62,416.64,99.99,1
337656,-0.12,0.89,0.46,1006.1,29.62,416.64,99.99,1
337703,-0.11,0.84,0.47,1006.1,29.62,416.64,99.99,1
337734,-0.11,0.84,0.47,1005.96,29.62,416.64,99.99,1
337750,-0.15,0.89,0.59,1005.96,29.62,416.64,99.99,1
337796,-0.01,0.61,0.63,1005.96,29.62,416.64,99.99,1
337843,0,0.79,0.67,1005.96,29.62,416.64,99.99,1
337890,-0.02,0.73,0.68,1005.96,29.62,416.64,99.99,1
337937,-0.02,0.71,0.76,1005.96,29.62,416.64,99.99,1
337984,-0.02,0.69,0.78,1005.96,29.62,416.64,99.99,1
338031,-0.03,0.63,0.77,1005.96,29.62,416.64,99.99,1
338078,-0.03,0.63,0.77,1005.96,29.62,416.64,99.99,1
338125,-0.04,0.62,0.74,1005.96,29.62,416.64,99.99,1
338171,-0.03,0.66,0.76,1005.96,29.62,416.64,99.99,1
338218,-0.02,0.67,0.76,1005.96,29.62,416.64,99.99,1
338234,-0.02,0.67,0.76,1006.1,29.62,416.64,99.99,1
338250,-0.02,0.67,0.76,1006.1,29.62,416.64,99.99,1
338250,-0.02,0.67,0.76,1006.1,29.62,238.56,99.99,1
338250,-0.02,0.67,0.76,1006.1,29.62,238.56,99.99,1
338281,-0.03,0.64,0.79,1006.1,29.62,238.56,99.99,1
338328,-0.04,0.62,0.79,1006.1,29.62,238.56,99.99,1
338375,-0.03,0.59,0.81,1006.1,29.62,238.56,99.99,1
338421,-0.03,0.59,0.82,1006.1,29.62,238.56,99.99,1
338468,-0.03,0.57,0.81,1006.1,29.62,238.56,99.99,1
338515,-0.04,0.59,0.81,1006.1,29.62,238.56,99.99,1
338562,-0.02,0.6,0.82,1006.1,29.62,238.56,99.99,1
338609,-0.03,0.6,0.82,1006.1,29.62,238.56,99.99,1
338656,-0.03,0.59,0.83,1006.1,29.62,238.56,99.99,1
338703,-0.03,0.57,0.82,1006.1,29.62,238.56,99.99,1
338734,-0.03,0.57,0.82,1006.3,29.62,238.56,99.99,1
338750,-0.04,0.56,0.83,1006.3,29.62,238.56,99.99,1
338796,-0.02,0.57,0.83,1006.3,29.62,238.56,99.99,1
338843,-0.04,0.57,0.82,1006.3,29.62,238.56,99.99,1
338890,-0.03,0.54,0.83,1006.3,29.62,238.56,99.99,1
338937,-0.03,0.56,0.84,1006.3,29.62,238.56,99.99,1
338984,-0.02,0.53,0.84,1006.3,29.62,238.56,99.99,1
339031,-0.02,0.55,0.82,1006.3,29.62,238.56,99.99,1
339078,-0.03,0.57,0.83,1006.3,29.62,238.56,99.99,1
339125,-0.03,0.56,0.83,1006.3,29.62,238.56,99.99,1
339171,-0.03,0.53,0.85,1006.3,29.62,238.56,99.99,1
339218,-0.03,0.51,0.84,1006.3,29.62,238.56,99.99,1
339234,-0.03,0.51,0.84,1005.98,29.62,238.56,99.99,1
339250,-0.03,0.51,0.84,1005.98,29.62,238.56,99.99,1
339250,-0.03,0.51,0.84,1005.98,29.62,362.24,99.99,1
339250,-0.03,0.51,0.84,1005.98,29.62,362.24,99.99,1
339281,-0.02,0.51,0.88,1005.98,29.62,362.24,99.99,1
339328,-0.02,0.51,0.84,1005.98,29.62,362.24,99.99,1
339375,-0.03,0.55,0.86,1005.98,29.62,362.24,99.99,1
339421,-0.02,0.52,0.87,1005.98,29.62,362.24,99.99,1
339468,-0.02,0.51,0.87,1005.98,29.62,362.24,99.99,1
339515,-0.02,0.52,0.87,1005.98,29.62,362.24,99.99,1
339562,-0.02,0.52,0.86,1005.98,29.62,362.24,99.99,1
339609,-0.01,0.51,0.86,1005.98,29.62,362.24,99.99,1
339656,-0.02,0.5,0.87,1005.98,29.62,362.24,99.99,1
339703,-0.02,0.5,0.86,1005.98,29.62,362.24,99.99,1
339734,-0.02,0.5,0.86,1005.98,29.62,362.24,99.99,1
339750,-0.02,0.52,0.87,1005.98,29.62,362.24,99.99,1
339796,-0.01,0.51,0.88,1005.98,29.62,362.24,99.99,1
339843,-0.01,0.5,0.87,1005.98,29.62,362.24,99.99,1
339890,-0.01,0.51,0.88,1005.98,29.62,362.24,99.99,1
339937,-0.01,0.5,0.86,1005.98,29.62,362.24,99.99,1
339984,-0.02,0.51,0.87,1005.98,29.62,362.24,99.99,1
340031,-0.02,0.48,0.87,1005.98,29.62,362.24,99.99,1
340078,-0.02,0.5,0.87,1005.98,29.62,362.24,99.99,1
340125,-0.01,0.51,0.87,1005.98,29.62,362.24,99.99,1
340171,-0.02,0.49,0.86,1005.98,29.62,362.24,99.99,1
340218,-0.02,0.51,0.87,1005.98,29.62,362.24,99.99,1
340234,-0.02,0.51,0.87,1006.3,29.62,362.24,99.99,1
340250,-0.02,0.51,0.87,1006.3,29.62,362.24,99.99,1
340250,-0.02,0.51,0.87,1006.3,29.62,473.92,99.99,1
340250,-0.02,0.51,0.87,1006.3,29.62,473.92,99.99,1
340281,-0.01,0.54,0.86,1006.3,29.62,473.92,99.99,1
340328,-0.03,0.49,0.98,1006.3,29.62,473.92,99.99,1
340375,-0.03,0.58,0.93,1006.3,29.62,473.92,99.99,1
340421,-0.01,0.51,0.92,1006.3,29.62,473.92,99.99,1
340468,-0.01,0.48,0.88,1006.3,29.62,473.92,99.99,1
340515,0,0.5,0.85,1006.3,29.62,473.92,99.99,1
340562,-0.01,0.51,0.88,1006.3,29.62,473.92,99.99,1
340609,0,0.51,0.87,1006.3,29.62,473.92,99.99,1
340656,0,0.54,0.88,1006.3,29.62,473.92,99.99,1
340703,0,0.52,0.88,1006.3,29.62,473.92,99.99,1
340734,0,0.52,0.88,1006.3,29.62,473.92,99.99,1
340750,-0.01,0.52,0.83,1006.3,29.62,473.92,99.99,1
340796,-0.02,0.56,0.81,1006.3,29.62,473.92,99.99,1
340843,-0.01,0.57,0.8,1006.3,29.62,473.92,99.99,1
340890,-0.01,0.59,0.84,1006.3,29.62,473.92,99.99,1
340937,-0.01,0.6,0.85,1006.3,29.62,473.92,99.99,1
340984,-0.02,0.59,0.85,1006.3,29.62,473.92,99.99,1
341031,-0.01,0.59,0.84,1006.3,29.62,473.92,99.99,1
341078,-0.02,0.56,0.81,1006.3,29.62,473.92,99.99,1
341125,-0.02,0.56,0.81,1006.3,29.62,473.92,99.99,1
341171,-0.01,0.57,0.81,1006.3,29.62,473.92,99.99,1
341218,-0.02,0.57,0.82,1006.3,29.62,473.92,99.99,1
341234,-0.02,0.57,0.82,1005.95,29.62,473.92,99.99,1
341250,-0.02,0.57,0.82,1005.95,29.62,473.92,99.99,1
341250,-0.02,0.57,0.82,1005.95,29.62,477.12,99.99,1
341250,-0.02,0.57,0.82,1005.95,29.62,477.12,99.99,1
341281,-0.02,0.59,0.81,1005.95,29.62,477.12,99.99,1
341328,-0.01,0.59,0.83,1005.95,29.62,477.12,99.99,1
341375,-0.02,0.59,0.8,1005.95,29.62,477.12,99.99,1
341421,-0.02,0.6,0.81,1005.95,29.62,477.12,99.99,1
341468,0,0.61,0.83,1005.95,29.62,477.12,99.99,1
341515,-0.01,0.6,0.81,1005.95,29.62,477.12,99.99,1
341562,-0.01,0.6,0.82,1005.95,29.62,477.12,99.99,1
341609,-0.03,0.52,0.82,1005.95,29.62,477.12,99.99,1
341656,0.04,0.68,0.84,1005.95,29.62,477.12,99.99,1
341703,0.02,0.55,0.82,1005.95,29.62,477.12,99.99,1
341734,0.02,0.55,0.82,1006,29.62,477.12,99.99,1
341750,-0.01,0.58,0.81,1006,29.62,477.12,99.99,1
341796,-0.01,0.59,0.8,1006,29.62,477.12,99.99,1
341843,0,0.6,0.82,1006,29.62,477.12,99.99,1
341890,0,0.59,0.82,1006,29.62,477.12,99.99,1
341937,-0.01,0.59,0.82,1006,29.62,477.12,99.99,1
341984,-0.01,0.56,0.82,1006,29.62,477.12,99.99,1
342031,-0.01,0.57,0.84,1006,29.62,477.12,99.99,1
342078,-0.01,0.55,0.83,1006,29.62,477.12,99.99,1
342125,-0.01,0.56,0.8,1006,29.62,477.12,99.99,1
342171,-0.01,0.57,0.82,1006,29.62,477.12,99.99,1
342218,0,0.57,0.84,1006,29.62,477.12,99.99,1
342234,0,0.57,0.84,1005.95,29.62,477.12,99.99,1
342250,0,0.57,0.84,1005.95,29.93,477.12,99.99,1
342250,0,0.57,0.84,1005.95,29.93,364.48,99.99,1
342250,0,0.57,0.84,1005.95,29.93,364.48,99.99,1
342281,-0.01,0.56,0.83,1005.95,29.93,364.48,99.99,1
342328,0,0.57,0.83,1005.95,29.93,364.48,99.99,1
342375,0,0.55,0.83,1005.95,29.93,364.48,99.99,1
342421,0,0.58,0.83,1005.95,29.93,364.48,99.99,1
342468,0,0.57,0.82,1005.95,29.93,364.48,99.99,1
342515,0,0.57,0.84,1005.95,29.93,364.48,99.99,1
342562,0,0.56,0.85,1005.95,29.93,364.48,99.99,1
342609,-0.01,0.58,0.85,1005.95,29.93,364.48,99.99,1
342656,0,0.53,0.81,1005.95,29.93,364.48,99.99,1
342703,0,0.54,0.84,1005.95,29.93,364.48,99.99,1
342734,0,0.54,0.84,1005.97,29.93,364.48,99.99,1
342750,0,0.55,0.85,1005.97,29.93,364.48,99.99,1
342796,0,0.53,0.83,1005.97,29.93,364.48,99.99,1
342843,-0.01,0.54,0.84,1005.97,29.93,364.48,99.99,1
342890,0,0.54,0.84,1005.97,29.93,364.48,99.99,1
342937,0,0.57,0.84,1005.97,29.93,364.48,99.99,1
342984,0,0.56,0.83,1005.97,29.93,364.48,99.99,1
343031,0,0.54,0.85,1005.97,29.93,364.48,99.99,1
343078,0,0.54,0.85,1005.97,29.93,364.48,99.99,1
343125,0,0.54,0.85,1005.97,29.93,364.48,99.99,1
343171,0,0.56,0.83,1005.97,29.93,364.48,99.99,1
