time,x,y,z,b,t,l,h,label
113226,1.15,0.03,0.12,1006.56,27.843,12.98,48.43,0
113273,0.94,0.01,0.23,1006.56,27.843,12.98,48.43,0
113320,0.92,-0.12,0.04,1006.56,27.843,12.98,48.43,0
113367,0.87,-0.08,0.07,1006.56,27.843,12.98,48.43,0
113414,0.89,-0.02,0.15,1006.56,27.843,12.98,48.43,0
113460,0.89,0.06,0.17,1006.56,27.843,12.98,48.43,0
113507,0.93,0.04,0.09,1006.56,27.843,12.98,48.43,0
113554,0.94,0.03,0.12,1006.56,27.843,12.98,48.43,0
113601,0.89,0.03,0.17,1006.56,27.843,12.98,48.43,0
113648,0.88,0.01,0.19,1006.56,27.843,12.98,48.43,0
113679,0.88,0.01,0.19,1006.53,27.843,12.98,48.43,0
113695,1.02,-0.03,0.18,1006.53,27.843,12.98,48.43,0
113742,1.14,0,0.07,1006.53,27.843,12.98,48.43,0
113789,1.49,0,-0.01,1006.53,27.843,12.98,48.43,0
113835,1.43,0.11,0.1,1006.53,27.843,12.98,48.43,0
113882,1.06,0.18,0.05,1006.53,27.843,12.98,48.43,0
113929,1.07,0.11,-0.01,1006.53,27.843,12.98,48.43,0
113976,1.03,0.06,0.02,1006.53,27.843,12.98,48.43,0
114023,0.95,0.09,0.07,1006.53,27.843,12.98,48.43,0
114070,0.94,0.1,0.1,1006.53,27.843,12.98,48.43,0
114117,0.89,0.08,0.02,1006.53,27.843,12.98,48.43,0
114164,0.93,0.03,0,1006.53,27.843,12.98,48.43,0
114179,0.93,0.03,0,1006.48,27.843,12.98,48.43,0
114187,0.93,0.03,0,1006.48,27.812,12.98,48.43,0
114187,0.93,0.03,0,1006.48,27.812,17.79,48.43,0
114187,0.93,0.03,0,1006.48,27.812,17.79,99.99,0
114226,0.9,0.07,0,1006.48,27.812,17.79,99.99,0
114273,0.95,0.09,-0.02,1006.48,27.812,17.79,99.99,0
114320,1.02,0.08,0.05,1006.48,27.812,17.79,99.99,0
114367,1.1,0.02,0,1006.48,27.812,17.79,99.99,0
114414,1.21,-0.06,-0.02,1006.48,27.812,17.79,99.99,0
114460,1.17,-0.02,0.06,1006.48,27.812,17.79,99.99,0
114507,1.08,0,0.2,1006.48,27.812,17.79,99.99,0
114554,0.97,-0.05,0.16,1006.48,27.812,17.79,99.99,0
114601,1,-0.06,0.06,1006.48,27.812,17.79,99.99,0
114648,0.96,-0.04,0.1,1006.48,27.812,17.79,99.99,0
114679,0.96,-0.04,0.1,1006.5,27.812,17.79,99.99,0
114695,0.88,0.02,0.17,1006.5,27.812,17.79,99.99,0
114742,0.86,0,0.12,1006.5,27.812,17.79,99.99,0
114789,0.87,-0.03,0.12,1006.5,27.812,17.79,99.99,0
114835,0.88,-0.03,0.14,1006.5,27.812,17.79,99.99,0
114882,0.89,-0.03,0.17,1006.5,27.812,17.79,99.99,0
114929,1,-0.01,0.15,1006.5,27.812,17.79,99.99,0
114976,1.1,-0.06,0.08,1006.5,27.812,17.79,99.99,0
115023,1.15,-0.03,0,1006.5,27.812,17.79,99.99,0
115070,1.27,0,0.02,1006.5,27.812,17.79,99.99,0
115117,1.4,-0.01,0.07,1006.5,27.812,17.79,99.99,0
115164,1.18,0.03,0.15,1006.5,27.812,17.79,99.99,0
115179,1.18,0.03,0.15,1006.56,27.812,17.79,99.99,0
115187,1.18,0.03,0.15,1006.56,27.781,17.79,99.99,0
115187,1.18,0.03,0.15,1006.56,27.781,34.4,99.99,0
115187,1.18,0.03,0.15,1006.56,27.781,34.4,48.5,0
115226,1.01,0.05,-0.05,1006.56,27.781,34.4,48.5,0
115273,1.09,-0.05,0.07,1006.56,27.781,34.4,48.5,0
115320,1.04,-0.01,0.01,1006.56,27.781,34.4,48.5,0
115367,0.91,0.05,0.03,1006.56,27.781,34.4,48.5,0
115414,0.84,0.16,0.05,1006.56,27.781,34.4,48.5,0
115460,0.81,0.13,0.04,1006.56,27.781,34.4,48.5,0
115507,0.8,0.08,0.04,1006.56,27.781,34.4,48.5,0
115554,0.89,0.06,0.06,1006.56,27.781,34.4,48.5,0
115601,1,0.05,0.05,1006.56,27.781,34.4,48.5,0
115648,1.03,0.01,0.03,1006.56,27.781,34.4,48.5,0
115679,1.03,0.01,0.03,1006.56,27.781,34.4,48.5,0
115695,1.23,-0.04,0,1006.56,27.781,34.4,48.5,0
115742,1.24,0.01,0.04,1006.56,27.781,34.4,48.5,0
115789,1.19,-0.04,0.23,1006.56,27.781,34.4,48.5,0
115835,1.08,-0.06,0.05,1006.56,27.781,34.4,48.5,0
115882,1,-0.08,-0.02,1006.56,27.781,34.4,48.5,0
115929,0.95,-0.01,0.08,1006.56,27.781,34.4,48.5,0
115976,0.87,0.06,0.22,1006.56,27.781,34.4,48.5,0
116023,0.81,0.03,0.12,1006.56,27.781,34.4,48.5,0
116070,0.81,-0.01,0.15,1006.56,27.781,34.4,48.5,0
116117,0.83,0,0.21,1006.56,27.781,34.4,48.5,0
116164,0.85,0.05,0.25,1006.56,27.781,34.4,48.5,0
116179,0.85,0.05,0.25,1006.53,27.781,34.4,48.5,0
116187,0.85,0.05,0.25,1006.53,27.781,34.4,48.5,0
116187,0.85,0.05,0.25,1006.53,27.781,27.48,48.5,0
116187,0.85,0.05,0.25,1006.53,27.781,27.48,47.76,0
116226,1.02,0.01,0.18,1006.53,27.781,27.48,47.76,0
116273,1.21,0.01,0.01,1006.53,27.781,27.48,47.76,0
116320,1.44,0.02,0.05,1006.53,27.781,27.48,47.76,0
116367,1.4,0.14,0.15,1006.53,27.781,27.48,47.76,0
116414,1.07,0.16,0.12,1006.53,27.781,27.48,47.76,0
116460,1.05,0.12,0,1006.53,27.781,27.48,47.76,0
116507,1.06,0.06,0.02,1006.53,27.781,27.48,47.76,0
116554,0.95,0.1,0.06,1006.53,27.781,27.48,47.76,0
116601,0.85,0.11,0.05,1006.53,27.781,27.48,47.76,0
116648,0.82,0.08,0.04,1006.53,27.781,27.48,47.76,0
116679,0.82,0.08,0.04,1006.5,27.781,27.48,47.76,0
116695,0.84,0.09,0.02,1006.5,27.781,27.48,47.76,0
116742,0.87,0.06,0.04,1006.5,27.781,27.48,47.76,0
116789,0.91,0.07,0.02,1006.5,27.781,27.48,47.76,0
116835,1.03,0.07,0,1006.5,27.781,27.48,47.76,0
116882,1.09,0.05,0.01,1006.5,27.781,27.48,47.76,0
116929,1.22,0,-0.06,1006.5,27.781,27.48,47.76,0
116976,1.31,0,-0.02,1006.5,27.781,27.48,47.76,0
117023,1.11,0,0.13,1006.5,27.781,27.48,47.76,0
117070,1.08,-0.02,-0.03,1006.5,27.781,27.48,47.76,0
117117,1.06,-0.07,-0.03,1006.5,27.781,27.48,47.76,0
117164,0.9,-0.02,0.11,1006.5,27.781,27.48,47.76,0
117179,0.9,-0.02,0.11,1006.5,27.781,27.48,47.76,0
117187,0.9,-0.02,0.11,1006.5,27.781,27.48,47.76,0
117187,0.9,-0.02,0.11,1006.5,27.781,16.52,47.76,0
117187,0.9,-0.02,0.11,1006.5,27.781,16.52,47.66,0
117226,0.75,0.03,0.16,1006.5,27.781,16.52,47.66,0
117273,0.77,0.03,0.18,1006.5,27.781,16.52,47.66,0
117320,0.87,0,0.15,1006.5,27.781,16.52,47.66,0
117367,0.92,0,0.12,1006.5,27.781,16.52,47.66,0
117414,0.96,0,0.18,1006.5,27.781,16.52,47.66,0
117460,0.96,-0.01,0.18,1006.5,27.781,16.52,47.66,0
117507,1.07,-0.02,0.13,1006.5,27.781,16.52,47.66,0
117554,1.34,-0.03,0,1006.5,27.781,16.52,47.66,0
117601,1.5,-0.01,0.08,1006.5,27.781,16.52,47.66,0
117648,1.3,0.07,0.08,1006.5,27.781,16.52,47.66,0
117679,1.3,0.07,0.08,1006.53,27.781,16.52,47.66,0
117695,0.98,0.1,0.01,1006.53,27.781,16.52,47.66,0
117742,1.01,0.05,0.03,1006.53,27.781,16.52,47.66,0
117789,1.01,0.02,0.06,1006.53,27.781,16.52,47.66,0
117835,0.91,0.02,0.04,1006.53,27.781,16.52,47.66,0
117882,0.86,0,0.04,1006.53,27.781,16.52,47.66,0
117929,0.86,0.04,0,1006.53,27.781,16.52,47.66,0
117976,0.85,0.04,-0.01,1006.53,27.781,16.52,47.66,0
118023,0.85,0.05,0.01,1006.53,27.781,16.52,47.66,0
118070,0.92,0.05,0.04,1006.53,27.781,16.52,47.66,0
118117,1.04,0.03,0,1006.53,27.781,16.52,47.66,0
118164,1.24,-0.04,-0.05,1006.53,27.781,16.52,47.66,0
118179,1.24,-0.04,-0.05,1006.56,27.781,16.52,47.66,0
118187,1.24,-0.04,-0.05,1006.56,27.781,16.52,47.66,0
118187,1.24,-0.04,-0.05,1006.56,27.781,16.36,47.66,0
118187,1.24,-0.04,-0.05,1006.56,27.781,16.36,47.46,0
118226,1.36,-0.02,0.02,1006.56,27.781,16.36,47.46,0
118273,1.21,0,0.13,1006.56,27.781,16.36,47.46,0
118320,0.97,0,0.09,1006.56,27.781,16.36,47.46,0
118367,0.96,-0.07,-0.01,1006.56,27.781,16.36,47.46,0
118414,0.88,-0.04,0.09,1006.56,27.781,16.36,47.46,0
118460,0.82,-0.02,0.2,1006.56,27.781,16.36,47.46,0
118507,0.8,0.03,0.19,1006.56,27.781,16.36,47.46,0
118554,0.81,0,0.14,1006.56,27.781,16.36,47.46,0
118601,0.88,0.03,0.18,1006.56,27.781,16.36,47.46,0
118648,0.9,0.05,0.19,1006.56,27.781,16.36,47.46,0
118679,0.9,0.05,0.19,1006.5,27.781,16.36,47.46,0
118695,0.9,0.04,0.24,1006.5,27.781,16.36,47.46,0
118742,1.07,0.01,0.1,1006.5,27.781,16.36,47.46,0
118789,1.25,0,0.01,1006.5,27.781,16.36,47.46,0
118835,1.49,0,0.05,1006.5,27.781,16.36,47.46,0
118882,1.32,0.14,0.11,1006.5,27.781,16.36,47.46,0
118929,1.09,0.19,0.01,1006.5,27.781,16.36,47.46,0
118976,1.09,0.15,-0.06,1006.5,27.781,16.36,47.46,0
119023,0.98,0.12,-0.01,1006.5,27.781,16.36,47.46,0
119070,0.88,0.18,0.01,1006.5,27.781,16.36,47.46,0
119117,0.8,0.15,0.02,1006.5,27.781,16.36,47.46,0
119164,0.82,0.15,0.05,1006.5,27.781,16.36,47.46,0
119179,0.82,0.15,0.05,1006.53,27.781,16.36,47.46,0
119187,0.82,0.15,0.05,1006.53,27.781,16.36,47.46,0
119187,0.82,0.15,0.05,1006.53,27.781,26.84,47.46,0
119187,0.82,0.15,0.05,1006.53,27.781,26.84,47.27,0
119226,0.83,0.1,0.11,1006.53,27.781,26.84,47.27,0
119273,0.9,0.07,0.08,1006.53,27.781,26.84,47.27,0
119320,1.02,0.07,0.09,1006.53,27.781,26.84,47.27,0
119367,1.16,0.02,0,1006.53,27.781,26.84,47.27,0
119414,1.38,0.01,-0.17,1006.53,27.781,26.84,47.27,0
119460,1.28,0.05,-0.13,1006.53,27.781,26.84,47.27,0
119507,1.02,0.08,0.15,1006.53,27.781,26.84,47.27,0
119554,0.94,-0.15,-0.03,1006.53,27.781,26.84,47.27,0
119601,1.05,-0.11,-0.11,1006.53,27.781,26.84,47.27,0
119648,0.97,-0.03,-0.02,1006.53,27.781,26.84,47.27,0
119679,0.97,-0.03,-0.02,1006.53,27.781,26.84,47.27,0
119695,0.85,0,0.04,1006.53,27.781,26.84,47.27,0
119742,0.8,-0.02,0.03,1006.53,27.781,26.84,47.27,0
119789,0.81,-0.06,0.02,1006.53,27.781,26.84,47.27,0
119835,0.89,-0.02,0.06,1006.53,27.781,26.84,47.27,0
119882,0.9,0,0.08,1006.53,27.781,26.84,47.27,0
119929,0.92,-0.06,0.04,1006.53,27.781,26.84,47.27,0
119976,1.06,-0.07,-0.01,1006.53,27.781,26.84,47.27,0
120023,1.28,0.01,-0.02,1006.53,27.781,26.84,47.27,0
120070,1.4,0.02,-0.02,1006.53,27.781,26.84,47.27,0
120117,1.38,0.09,0.07,1006.53,27.781,26.84,47.27,0
120164,1.08,0.12,0.21,1006.53,27.781,26.84,47.27,0
120179,1.08,0.12,0.21,1006.48,27.781,26.84,47.27,0
120187,1.08,0.12,0.21,1006.48,27.781,26.84,47.27,0
120187,1.08,0.12,0.21,1006.48,27.781,32.43,47.27,0
120187,1.08,0.12,0.21,1006.48,27.781,32.43,47.17,0
120234,1.13,-0.02,-0.02,1006.48,27.781,32.43,47.17,0
120281,1.08,-0.01,0,1006.48,27.781,32.43,47.17,0
120328,0.96,0.03,-0.01,1006.48,27.781,32.43,47.17,0
120375,0.86,0.09,0.02,1006.48,27.781,32.43,47.17,0
120421,0.91,0.06,0.03,1006.48,27.781,32.43,47.17,0
120468,0.86,0.07,-0.04,1006.48,27.781,32.43,47.17,0
120515,0.81,0.07,-0.01,1006.48,27.781,32.43,47.17,0
120562,0.89,0.07,0.02,1006.48,27.781,32.43,47.17,0
120609,0.96,0.05,0.03,1006.48,27.781,32.43,47.17,0
120656,1.09,-0.01,-0.01,1006.48,27.781,32.43,47.17,0
120679,1.09,-0.01,-0.01,1006.53,27.781,32.43,47.17,0
120703,1.34,-0.02,-0.08,1006.53,27.781,32.43,47.17,0
120750,1.26,0.09,0.03,1006.53,27.781,32.43,47.17,0
120796,1.02,-0.03,0.26,1006.53,27.781,32.43,47.17,0
120843,0.98,-0.09,0.13,1006.53,27.781,32.43,47.17,0
120890,0.92,-0.07,0.12,1006.53,27.781,32.43,47.17,0
120937,0.87,-0.02,0.15,1006.53,27.781,32.43,47.17,0
120984,0.85,0.02,0.14,1006.53,27.781,32.43,47.17,0
121031,0.86,0.03,0.12,1006.53,27.781,32.43,47.17,0
121078,0.93,0.02,0.12,1006.53,27.781,32.43,47.17,0
121125,0.96,0,0.15,1006.53,27.781,32.43,47.17,0
121171,0.94,0,0.18,1006.53,27.781,32.43,47.17,0
121187,0.94,0,0.18,1006.53,27.781,32.43,47.17,0
121187,0.94,0,0.18,1006.53,27.781,32.43,47.17,0
121187,0.94,0,0.18,1006.53,27.781,16.4,47.17,0
121187,0.94,0,0.18,1006.53,27.781,16.4,46.97,0
121234,1.04,-0.06,0.15,1006.53,27.781,16.4,46.97,0
121281,1.13,-0.06,0.06,1006.53,27.781,16.4,46.97,0
121328,1.29,-0.01,0,1006.53,27.781,16.4,46.97,0
121375,1.45,0.03,0.11,1006.53,27.781,16.4,46.97,0
121421,1.22,0.13,0.23,1006.53,27.781,16.4,46.97,0
121468,1.07,0.1,-0.06,1006.53,27.781,16.4,46.97,0
121515,1.14,0,0,1006.53,27.781,16.4,46.97,0
121562,1.07,0.02,-0.02,1006.53,27.781,16.4,46.97,0
121609,0.95,0.03,0,1006.53,27.781,16.4,46.97,0
121656,0.87,0.07,0,1006.53,27.781,16.4,46.97,0
121687,0.87,0.07,0,1006.43,27.781,16.4,46.97,0
121703,0.84,0.11,0,1006.43,27.781,16.4,46.97,0
121750,0.88,0.05,-0.03,1006.43,27.781,16.4,46.97,0
121796,0.89,0.04,-0.04,1006.43,27.781,16.4,46.97,0
121843,0.97,0.02,-0.01,1006.43,27.781,16.4,46.97,0
121890,0.98,0,0,1006.43,27.781,16.4,46.97,0
121937,1.14,-0.03,-0.03,1006.43,27.781,16.4,46.97,0
121984,1.23,-0.03,0.04,1006.43,27.781,16.4,46.97,0
122031,1.13,0,0.07,1006.43,27.781,16.4,46.97,0
122078,0.94,0,0.17,1006.43,27.781,16.4,46.97,0
122125,1.04,-0.05,0.02,1006.43,27.781,16.4,46.97,0
122171,1.04,-0.04,0.1,1006.43,27.781,16.4,46.97,0
122187,1.04,-0.04,0.1,1006.51,27.781,16.4,46.97,0
122187,1.04,-0.04,0.1,1006.51,27.781,16.4,46.97,0
122187,1.04,-0.04,0.1,1006.51,27.781,8.1,46.97,0
122187,1.04,-0.04,0.1,1006.51,27.781,8.1,46.88,0
122234,0.93,0.05,0.14,1006.51,27.781,8.1,46.88,0
122281,0.83,0.08,0.1,1006.51,27.781,8.1,46.88,0
122328,0.85,0.05,0.14,1006.51,27.781,8.1,46.88,0
122375,0.89,0.04,0.18,1006.51,27.781,8.1,46.88,0
122421,0.93,0,0.15,1006.51,27.781,8.1,46.88,0
122468,0.97,-0.01,0.18,1006.51,27.781,8.1,46.88,0
122515,1.08,0,0.16,1006.51,27.781,8.1,46.88,0
122562,1.24,-0.07,0.05,1006.51,27.781,8.1,46.88,0
122609,1.42,-0.07,-0.04,1006.51,27.781,8.1,46.88,0
122656,1.41,0.02,0.02,1006.51,27.781,8.1,46.88,0
122687,1.41,0.02,0.02,1006.51,27.781,8.1,46.88,0
122703,1.09,0.1,0.11,1006.51,27.781,8.1,46.88,0
122750,1.03,0.07,-0.02,1006.51,27.781,8.1,46.88,0
122796,1.12,-0.01,0.02,1006.51,27.781,8.1,46.88,0
122843,1.07,-0.02,-0.03,1006.51,27.781,8.1,46.88,0
122890,0.94,0.02,-0.02,1006.51,27.781,8.1,46.88,0
122937,0.85,0.08,0.03,1006.51,27.781,8.1,46.88,0
122984,0.84,0.08,0.02,1006.51,27.781,8.1,46.88,0
123031,0.84,0.05,0.01,1006.51,27.781,8.1,46.88,0
123078,0.84,0.07,0.02,1006.51,27.781,8.1,46.88,0
123125,0.94,0.04,0.03,1006.51,27.781,8.1,46.88,0
123171,1.02,0.02,0.01,1006.51,27.781,8.1,46.88,0
123187,1.02,0.02,0.01,1006.51,27.781,8.1,46.88,0
123187,1.02,0.02,0.01,1006.51,27.718,8.1,46.88,0
123187,1.02,0.02,0.01,1006.51,27.718,12.5,46.88,0
123187,1.02,0.02,0.01,1006.51,27.718,12.5,46.78,0
123234,1.24,-0.03,0,1006.51,27.718,12.5,46.78,0
123281,1.3,-0.01,0.06,1006.51,27.718,12.5,46.78,0
123328,1.11,-0.02,0.18,1006.51,27.718,12.5,46.78,0
123375,0.97,-0.06,0.03,1006.51,27.718,12.5,46.78,0
123421,0.93,-0.05,0.09,1006.51,27.718,12.5,46.78,0
123468,0.88,-0.04,0.23,1006.51,27.718,12.5,46.78,0
123515,0.84,0.01,0.15,1006.51,27.718,12.5,46.78,0
123562,0.85,0.01,0.09,1006.51,27.718,12.5,46.78,0
123609,0.89,0,0.12,1006.51,27.718,12.5,46.78,0
123656,0.91,0,0.15,1006.51,27.718,12.5,46.78,0
123687,0.91,0,0.15,1006.51,27.718,12.5,46.78,0
123703,0.91,-0.08,0.18,1006.51,27.718,12.5,46.78,0
123750,0.99,-0.08,0.15,1006.51,27.718,12.5,46.78,0
123796,1.14,-0.02,0.13,1006.51,27.718,12.5,46.78,0
123843,1.25,0.04,-0.01,1006.51,27.718,12.5,46.78,0
123890,1.4,0,0.03,1006.51,27.718,12.5,46.78,0
123937,1.31,0.05,0.1,1006.51,27.718,12.5,46.78,0
123984,0.96,0.08,0.09,1006.51,27.718,12.5,46.78,0
124031,1.01,0.05,0.04,1006.51,27.718,12.5,46.78,0
124078,1.06,0.02,0.05,1006.51,27.718,12.5,46.78,0
124125,1,0.01,0.04,1006.51,27.718,12.5,46.78,0
124171,0.93,0.04,0.05,1006.51,27.718,12.5,46.78,0
124187,0.93,0.04,0.05,1006.51,27.718,12.5,46.78,0
124187,0.93,0.04,0.05,1006.51,27.718,12.5,46.78,0
124187,0.93,0.04,0.05,1006.51,27.718,35.91,46.78,0
124187,0.93,0.04,0.05,1006.51,27.718,35.91,46.69,0
124234,0.87,0.06,0.04,1006.51,27.718,35.91,46.69,0
124281,0.86,0.05,0.03,1006.51,27.718,35.91,46.69,0
124328,0.86,0.05,0.01,1006.51,27.718,35.91,46.69,0
124375,0.92,0.03,0.03,1006.51,27.718,35.91,46.69,0
124421,1.02,-0.01,0.04,1006.51,27.718,35.91,46.69,0
124468,1.21,-0.03,-0.04,1006.51,27.718,35.91,46.69,0
124515,1.35,-0.08,-0.02,1006.51,27.718,35.91,46.69,0
124562,1.15,0.03,0.11,1006.51,27.718,35.91,46.69,0
124609,0.99,0.02,0.14,1006.51,27.718,35.91,46.69,0
124656,1.02,-0.07,-0.01,1006.51,27.718,35.91,46.69,0
124687,1.02,-0.07,-0.01,1006.56,27.718,35.91,46.69,0
124703,0.98,-0.04,0.05,1006.56,27.718,35.91,46.69,0
124750,0.87,0.05,0.14,1006.56,27.718,35.91,46.69,0
124796,0.81,0.04,0.14,1006.56,27.718,35.91,46.69,0
124843,0.83,0,0.15,1006.56,27.718,35.91,46.69,0
124890,0.87,-0.01,0.17,1006.56,27.718,35.91,46.69,0
124937,0.91,-0.03,0.19,1006.56,27.718,35.91,46.69,0
124984,0.89,-0.06,0.2,1006.56,27.718,35.91,46.69,0
125031,1.05,-0.09,0.15,1006.56,27.718,35.91,46.69,0
125078,1.19,-0.06,0.07,1006.56,27.718,35.91,46.69,0
125125,1.37,-0.03,-0.01,1006.56,27.718,35.91,46.69,0
125171,1.38,0.01,0.08,1006.56,27.718,35.91,46.69,0
125187,1.38,0.01,0.08,1006.59,27.718,35.91,46.69,0
125187,1.38,0.01,0.08,1006.59,27.718,35.91,46.69,0
125187,1.38,0.01,0.08,1006.59,27.718,32.12,46.69,0
125187,1.38,0.01,0.08,1006.59,27.718,32.12,46.59,0
125234,1.03,0.08,0.09,1006.59,27.718,32.12,46.59,0
125281,0.95,0.12,-0.03,1006.59,27.718,32.12,46.59,0
125328,1,0.06,0.09,1006.59,27.718,32.12,46.59,0
125375,1,0.07,0.05,1006.59,27.718,32.12,46.59,0
125421,0.91,0.03,0.05,1006.59,27.718,32.12,46.59,0
125468,0.9,0.03,0.06,1006.59,27.718,32.12,46.59,0
125515,0.93,0.04,0.03,1006.59,27.718,32.12,46.59,0
125562,0.93,0.02,0,1006.59,27.718,32.12,46.59,0
125609,0.92,0.05,0.01,1006.59,27.718,32.12,46.59,0
125656,0.98,0.03,0.03,1006.59,27.718,32.12,46.59,0
125687,0.98,0.03,0.03,1006.54,27.718,32.12,46.59,0
125703,1.01,0.02,0,1006.54,27.718,32.12,46.59,0
125750,1.24,-0.06,0,1006.54,27.718,32.12,46.59,0
125796,1.29,-0.01,-0.01,1006.54,27.718,32.12,46.59,0
125843,1.11,-0.02,0.01,1006.54,27.718,32.12,46.59,0
125890,0.97,-0.03,0.07,1006.54,27.718,32.12,46.59,0
125937,0.94,-0.02,0.08,1006.54,27.718,32.12,46.59,0
125984,0.95,-0.01,0.11,1006.54,27.718,32.12,46.59,0
126031,0.93,0,0.1,1006.54,27.718,32.12,46.59,0
126078,0.87,0.02,0.11,1006.54,27.718,32.12,46.59,0
126125,0.86,0.01,0.11,1006.54,27.718,32.12,46.59,0
126171,0.89,0,0.12,1006.54,27.718,32.12,46.59,0
126187,0.89,0,0.12,1006.54,27.718,32.12,46.59,0
126187,0.89,0,0.12,1006.54,27.718,32.12,46.59,0
126187,0.89,0,0.12,1006.54,27.718,14.28,46.59,0
126187,0.89,0,0.12,1006.54,27.718,14.28,46.49,0
126234,0.9,-0.02,0.13,1006.54,27.718,14.28,46.49,0
126281,0.9,-0.03,0.14,1006.54,27.718,14.28,46.49,0
126328,1.04,-0.06,0.11,1006.54,27.718,14.28,46.49,0
126375,1.15,-0.05,0.05,1006.54,27.718,14.28,46.49,0
126421,1.3,-0.04,0,1006.54,27.718,14.28,46.49,0
126468,1.42,-0.01,0.11,1006.54,27.718,14.28,46.49,0
126515,1.16,0.07,0.17,1006.54,27.718,14.28,46.49,0
126562,1.06,0.06,-0.08,1006.54,27.718,14.28,46.49,0
126609,1.13,-0.04,-0.01,1006.54,27.718,14.28,46.49,0
126656,1.07,0,0.01,1006.54,27.718,14.28,46.49,0
126687,1.07,0,0.01,1006.48,27.718,14.28,46.49,0
126703,0.91,0.02,0,1006.48,27.718,14.28,46.49,0
126750,0.84,0.05,0,1006.48,27.718,14.28,46.49,0
126796,0.84,0.07,0,1006.48,27.718,14.28,46.49,0
126843,0.87,0,0,1006.48,27.718,14.28,46.49,0
126890,0.88,0.03,0,1006.48,27.718,14.28,46.49,0
126937,0.97,-0.02,0,1006.48,27.718,14.28,46.49,0
126984,1,0,0.02,1006.48,27.718,14.28,46.49,0
127031,1.16,-0.07,-0.02,1006.48,27.718,14.28,46.49,0
127078,1.3,-0.1,0,1006.48,27.718,14.28,46.49,0
127125,1.25,-0.02,0.08,1006.48,27.718,14.28,46.49,0
127171,1.02,-0.01,0.17,1006.48,27.718,14.28,46.49,0
127187,1.02,-0.01,0.17,1006.51,27.718,14.28,46.49,0
127187,1.02,-0.01,0.17,1006.51,27.718,14.28,46.49,0
127187,1.02,-0.01,0.17,1006.51,27.718,13.14,46.49,0
127187,1.02,-0.01,0.17,1006.51,27.718,13.14,46.39,0
127242,1.04,-0.1,0.04,1006.51,27.718,13.14,46.39,0
127281,0.98,-0.06,0.06,1006.51,27.718,13.14,46.39,0
127328,0.88,0,0.13,1006.51,27.718,13.14,46.39,0
127375,0.82,0.03,0.12,1006.51,27.718,13.14,46.39,0
127421,0.82,0.01,0.09,1006.51,27.718,13.14,46.39,0
127468,0.87,-0.02,0.12,1006.51,27.718,13.14,46.39,0
127515,0.91,-0.03,0.15,1006.51,27.718,13.14,46.39,0
127562,0.93,-0.02,0.16,1006.51,27.718,13.14,46.39,0
127609,1.02,-0.04,0.15,1006.51,27.718,13.14,46.39,0
127656,1.16,-0.04,0.08,1006.51,27.718,13.14,46.39,0
127687,1.16,-0.04,0.08,1006.51,27.718,13.14,46.39,0
127703,1.26,-0.04,0,1006.51,27.718,13.14,46.39,0
127750,1.42,-0.03,0.03,1006.51,27.718,13.14,46.39,0
127796,1.19,0.05,0.1,1006.51,27.718,13.14,46.39,0
127843,0.95,0.1,-0.04,1006.51,27.718,13.14,46.39,0
127890,1.06,0.03,0,1006.51,27.718,13.14,46.39,0
127937,1.06,0.03,0,1006.51,27.718,13.14,46.39,0
127984,0.95,0.04,0,1006.51,27.718,13.14,46.39,0
128031,0.91,0.04,0.03,1006.51,27.718,13.14,46.39,0
128078,0.91,0.02,0.02,1006.51,27.718,13.14,46.39,0
128125,0.89,0.02,0,1006.51,27.718,13.14,46.39,0
128171,0.88,0.02,0,1006.51,27.718,13.14,46.39,0
128187,0.88,0.02,0,1006.56,27.718,13.14,46.39,0
128187,0.88,0.02,0,1006.56,27.687,13.14,46.39,0
128187,0.88,0.02,0,1006.56,27.687,17,46.39,0
128187,0.88,0.02,0,1006.56,27.687,17,46.3,0
128234,0.95,0.04,0,1006.56,27.687,17,46.3,0
128281,1.05,0,0,1006.56,27.687,17,46.3,0
128328,1.23,-0.04,-0.06,1006.56,27.687,17,46.3,0
128375,1.25,0,0.02,1006.56,27.687,17,46.3,0
128421,1.17,-0.03,0.12,1006.56,27.687,17,46.3,0
128468,1.07,-0.12,0.14,1006.56,27.687,17,46.3,0
128515,1.02,-0.09,-0.05,1006.56,27.687,17,46.3,0
128562,1.01,-0.03,0,1006.56,27.687,17,46.3,0
128609,0.92,0.01,0.12,1006.56,27.687,17,46.3,0
128656,0.83,0.04,0.14,1006.56,27.687,17,46.3,0
128687,0.83,0.04,0.14,1006.54,27.687,17,46.3,0
128703,0.78,-0.01,0.1,1006.54,27.687,17,46.3,0
128750,0.83,-0.04,0.15,1006.54,27.687,17,46.3,0
128796,0.89,-0.04,0.21,1006.54,27.687,17,46.3,0
128843,0.92,-0.02,0.17,1006.54,27.687,17,46.3,0
128890,0.98,-0.05,0.18,1006.54,27.687,17,46.3,0
128937,1.11,-0.02,0.12,1006.54,27.687,17,46.3,0
128984,1.36,-0.03,0,1006.54,27.687,17,46.3,0
129031,1.36,0,0.09,1006.54,27.687,17,46.3,0
129078,1.23,0.06,0.06,1006.54,27.687,17,46.3,0
129125,0.96,0.11,0.01,1006.54,27.687,17,46.3,0
129171,1,0.02,0.01,1006.54,27.687,17,46.3,0
129187,1,0.02,0.01,1006.48,27.687,17,46.3,0
