11179.0,0.0
11226.0,0.0
11273.0,0.0
11320.0,0.0
11367.0,0.0
11414.0,0.0
11460.0,0.0
11507.0,0.0
11554.0,0.0
11601.0,0.0
11648.0,0.0
11679.0,0.0
11695.0,0.0
11742.0,0.0
11789.0,0.0
11835.0,0.0
11882.0,0.0
11929.0,0.0
11976.0,0.0
12023.0,0.0
12070.0,0.0
12117.0,0.0
12164.0,0.0
12179.0,0.0
12179.0,0.0
12179.0,0.0
12179.0,0.0
12226.0,0.0
12273.0,0.0
12320.0,0.0
12367.0,0.0
12414.0,0.0
12460.0,0.0
12507.0,0.0
12554.0,0.0
12601.0,0.0
12648.0,0.0
12679.0,0.0
12695.0,0.0
12742.0,0.0
12789.0,0.0
12835.0,0.0
12882.0,0.0
12929.0,0.0
12976.0,0.0
13023.0,0.0
13070.0,0.0
13117.0,0.0
13164.0,0.0
13179.0,0.0
13179.0,0.0
13179.0,0.0
13179.0,0.0
13226.0,0.0
13273.0,0.0
13320.0,0.0
13367.0,0.0
13414.0,0.0
13460.0,0.0
13507.0,0.0
13554.0,0.0
13601.0,0.0
13648.0,0.0
13679.0,0.0
13695.0,0.0
13742.0,0.0
13789.0,0.0
13835.0,0.0
13882.0,0.0
13929.0,0.0
13976.0,0.0
14023.0,0.0
14070.0,0.0
14117.0,0.0
14164.0,0.0
14179.0,0.0
14179.0,0.0
14179.0,0.0
14179.0,0.0
14226.0,0.0
14273.0,0.0
14320.0,0.0
14367.0,0.0
14414.0,0.0
14460.0,0.0
14507.0,0.0
14554.0,0.0
14601.0,0.0
14648.0,0.0
14679.0,0.0
14695.0,0.0
14742.0,0.0
14789.0,0.0
14835.0,0.0
14882.0,0.0
14929.0,0.0
14976.0,0.0
15023.0,0.0
15070.0,0.0
15117.0,0.0
15164.0,0.0
15179.0,0.0
15179.0,0.0
15179.0,0.0
15179.0,0.0
15226.0,0.0
15273.0,0.0
15320.0,0.0
15367.0,0.0
15414.0,0.0
15460.0,0.0
15507.0,0.0
15554.0,0.0
15601.0,0.0
15648.0,0.0
15679.0,0.0
15695.0,0.0
15742.0,0.0
15789.0,0.0
15835.0,0.0
15882.0,0.0
15929.0,0.0
15976.0,0.0
16023.0,0.0
16070.0,0.0
16117.0,0.0
16164.0,0.0
16179.0,0.0
16179.0,0.0
16179.0,0.0
16179.0,0.0
16226.0,0.0
16273.0,0.0
16320.0,0.0
16367.0,0.0
16414.0,0.0
16460.0,0.0
16507.0,0.0
16554.0,0.0
16601.0,0.0
16648.0,0.0
16679.0,0.0
16695.0,0.0
16742.0,0.0
16789.0,0.0
16835.0,0.0
16882.0,0.0
16929.0,0.0
16976.0,0.0
17023.0,0.0
17070.0,0.0
17117.0,0.0
17164.0,0.0
