0,a,0.6,0.-9,-21474836.-48
0,a,0.10,-21474836.-48,-21474836.-48
0,a,0.10,-21474836.-48,1.7
0,a,0.10,-21474836.-48,1.4
0,a,0.10,0.-5,-21474836.-48
0,a,0.11,-21474836.-48,1.3
0,b,1005.82,,
0,a,0.10,-21474836.-48,-21474836.-48
0,a,0.10,-21474836.-48,1.5
0,a,0.11,-21474836.-48,1.5
0,a,0.10,0.-3,-21474836.-48
0,a,0.10,0.-6,-21474836.-48
1,a,0.11,0.-4,-21474836.-48
1,a,0.12,0.-3,-21474836.-48
1,a,0.11,-21474836.-48,-21474836.-48
1,a,0.12,-21474836.-48,1.2
1,a,0.12,0.-4,-21474836.-48
1,b,1005.85,,
1,t,27.343,,
1,l,201.28,,
1,h,67.8,,
1,a,0.13,-21474836.-48,-21474836.-48
1,a,0.13,-21474836.-48,-21474836.-48
1,a,0.13,-21474836.-48,-21474836.-48
1,a,0.13,-21474836.-48,1.4
1,a,0.14,0.-4,-21474836.-48
1,a,0.13,-21474836.-48,-21474836.-48
1,a,0.14,-21474836.-48,1.2
1,a,0.13,0.-6,-21474836.-48
1,a,0.16,-21474836.-48,0.99
1,a,0.17,0.-4,-21474836.-48
1,a,0.18,0.-1,-21474836.-48
1,b,1005.82,,
1,a,0.17,-21474836.-48,-21474836.-48
1,a,0.13,-21474836.-48,1.13
1,a,0.12,-21474836.-48,-21474836.-48
1,a,0.16,-21474836.-48,0.98
1,a,0.20,0.-3,-21474836.-48
2,a,0.22,0.0,-21474836.-48
2,a,0.23,0.0,-21474836.-48
2,a,0.24,0.1,-21474836.-48
2,a,0.23,-21474836.-48,-21474836.-48
2,a,0.21,-21474836.-48,1.5
2,a,0.20,-21474836.-48,-21474836.-48
2,b,1005.85,,
2,t,27.343,,
2,l,214.24,,
2,h,66.98,,
2,a,0.22,0.3,-21474836.-48
2,a,0.22,0.4,-21474836.-48
2,a,0.22,0.2,-21474836.-48
2,a,0.25,0.1,-21474836.-48
2,a,0.25,-21474836.-48,1.9
2,a,0.22,0.3,-21474836.-48
2,a,0.22,-21474836.-48,1.2
2,a,0.23,0.0,-21474836.-48
2,a,0.22,-21474836.-48,-21474836.-48
2,a,0.21,-21474836.-48,0.99
2,b,1005.77,,
2,a,0.21,-21474836.-48,-21474836.-48
2,a,0.19,-21474836.-48,1.4
2,a,0.20,0.-10,-21474836.-48
2,a,0.20,0.-13,-21474836.-48
2,a,0.25,-21474836.-48,-21474836.-48
2,a,0.20,0.-12,-21474836.-48
3,a,0.3,-21474836.-48,1.44
3,a,0.1,-21474836.-48,0.94
3,a,0.3,-21474836.-48,-21474836.-48
3,a,0.-5,-21474836.-48,1.16
3,a,0.-9,0.7,-21474836.-48
3,b,1005.82,,
3,t,27.281,,
3,l,245.92,,
3,h,66.59,,
3,a,0.0,-21474836.-48,-21474836.-48
3,a,0.6,-21474836.-48,0.68
3,a,0.8,0.-26,-21474836.-48
3,a,0.17,-21474836.-48,-21474836.-48
3,a,0.24,-21474836.-48,1.0
3,a,0.25,0.-20,-21474836.-48
3,a,0.29,-21474836.-48,0.94
3,a,0.41,0.-11,-21474836.-48
3,a,0.49,0.-5,-21474836.-48
3,a,0.46,0.25,-21474836.-48
3,a,0.30,0.26,-21474836.-48
3,b,1005.80,,
3,a,0.24,-21474836.-48,0.72
3,a,0.24,0.9,-21474836.-48
3,a,0.25,0.6,-21474836.-48
3,a,0.20,-21474836.-48,-21474836.-48
3,a,0.18,-21474836.-48,1.0
4,a,0.15,0.-5,-21474836.-48
4,a,0.15,-21474836.-48,-21474836.-48
4,a,0.16,0.-6,-21474836.-48
4,a,0.17,-21474836.-48,-21474836.-48
4,a,0.17,-21474836.-48,1.0
4,b,1005.85,,
4,t,27.218,,
4,l,248.16,,
4,h,66.21,,
4,a,0.16,-21474836.-48,1.11
4,a,0.7,-21474836.-48,-21474836.-48
4,a,0.15,-21474836.-48,1.30
4,a,0.17,0.3,-21474836.-48
4,a,0.13,0.10,-21474836.-48
4,a,0.3,-21474836.-48,1.7
4,a,0.16,0.3,-21474836.-48
4,a,0.18,0.-3,-21474836.-48
4,a,0.26,0.0,-21474836.-48
4,a,0.23,0.-3,-21474836.-48
4,a,0.29,-21474836.-48,-21474836.-48
4,b,1005.85,,
4,a,0.31,-21474836.-48,-21474836.-48
4,a,0.31,0.-11,-21474836.-48
4,a,0.32,-21474836.-48,-21474836.-48
4,a,0.23,0.18,-21474836.-48
4,a,0.21,0.5,-21474836.-48
5,a,0.21,0.10,-21474836.-48
5,a,0.17,0.8,-21474836.-48
5,a,0.11,-21474836.-48,-21474836.-48
5,a,0.2,-21474836.-48,-21474836.-48
5,a,0.8,-21474836.-48,0.94
5,a,0.9,-21474836.-48,-21474836.-48
5,b,1005.80,,
5,t,27.125,,
5,l,245.28,,
5,h,65.59,,
5,a,0.12,0.-8,-21474836.-48
5,a,0.10,0.1,-21474836.-48
5,a,0.10,-21474836.-48,1.12
5,a,0.0,-21474836.-48,1.32
5,a,0.-4,0.22,-21474836.-48
5,a,0.9,-21474836.-48,-21474836.-48
5,a,0.1,-21474836.-48,1.16
5,a,0.-3,0.3,-21474836.-48
5,a,0.6,-21474836.-48,0.78
5,a,0.18,0.-2,-21474836.-48
5,b,1005.88,,
5,a,0.15,-21474836.-48,-21474836.-48
5,a,0.16,-21474836.-48,0.97
5,a,0.13,0.-13,-21474836.-48
5,a,0.22,0.-16,-21474836.-48
5,a,0.31,-21474836.-48,-21474836.-48
5,a,0.28,0.0,-21474836.-48
6,a,0.32,-21474836.-48,1.20
6,a,0.23,-21474836.-48,1.26
6,a,0.24,0.21,-21474836.-48
6,a,0.17,-21474836.-48,-21474836.-48
6,a,0.16,-21474836.-48,0.85
6,b,1005.82,,
6,t,27.62,,
6,l,275.84,,
6,h,65.0,,
6,a,0.15,-21474836.-48,-21474836.-48
6,a,0.14,-21474836.-48,1.1
6,a,0.15,0.6,-21474836.-48
6,a,0.16,-21474836.-48,-21474836.-48
6,a,0.16,-21474836.-48,-21474836.-48
6,a,0.5,0.10,-21474836.-48
6,a,0.6,-21474836.-48,1.12
6,a,0.7,0.26,-21474836.-48
6,a,0.12,0.20,-21474836.-48
6,a,0.22,0.22,-21474836.-48
6,a,0.20,0.22,-21474836.-48
6,b,1005.82,,
6,a,0.13,-21474836.-48,0.93
6,a,0.23,0.10,-21474836.-48
6,a,0.25,0.1,-21474836.-48
6,a,0.20,0.4,-21474836.-48
6,a,0.37,-21474836.-48,-21474836.-48
7,a,0.41,0.5,-21474836.-48
7,a,0.43,0.5,-21474836.-48
7,a,0.46,-21474836.-48,1.8
7,a,0.36,0.0,-21474836.-48
7,a,0.40,0.0,-21474836.-48
7,b,1005.85,,
7,t,27.31,,
7,l,188.48,,
7,h,64.33,,
7,a,0.36,-21474836.-48,1.20
7,a,0.32,-21474836.-48,-21474836.-48
7,a,0.11,-21474836.-48,-21474836.-48
7,a,0.31,-21474836.-48,0.81
7,a,0.36,0.13,-21474836.-48
7,a,0.25,-21474836.-48,-21474836.-48
7,a,0.38,-21474836.-48,0.87
7,a,0.39,0.8,-21474836.-48
7,a,0.41,-21474836.-48,0.92
7,a,0.40,0.0,-21474836.-48
7,a,0.42,0.11,-21474836.-48
7,b,1005.82,,
7,a,0.34,-21474836.-48,-21474836.-48
7,a,0.33,-21474836.-48,1.23
7,a,0.0,-21474836.-48,-21474836.-48
7,a,0.22,-21474836.-48,0.96
7,a,0.29,0.23,-21474836.-48
8,a,0.28,0.13,-21474836.-48
8,a,0.27,0.15,-21474836.-48
8,a,0.27,0.2,-21474836.-48
8,a,0.29,0.8,-21474836.-48
8,a,0.27,-21474836.-48,-21474836.-48
8,a,0.32,0.0,-21474836.-48
8,b,1005.85,,
8,t,27.0,,
8,l,233.44,,
8,h,63.75,,
8,a,0.38,-21474836.-48,0.99
8,a,0.40,0.13,-21474836.-48
8,a,0.39,-21474836.-48,-21474836.-48
8,a,0.47,-21474836.-48,-21474836.-48
8,a,0.51,0.33,-21474836.-48
8,a,0.40,0.13,-21474836.-48
8,a,0.41,-21474836.-48,-21474836.-48
8,a,0.39,0.18,-21474836.-48
8,a,0.34,0.5,-21474836.-48
8,a,0.31,-21474836.-48,-21474836.-48
8,b,1005.82,,
8,a,0.42,0.4,-21474836.-48
8,a,0.38,-21474836.-48,-21474836.-48
8,a,0.42,-21474836.-48,0.96
8,a,0.50,0.-7,-21474836.-48
8,a,0.39,0.-14,-21474836.-48
8,a,0.38,-21474836.-48,0.97
9,a,0.39,-21474836.-48,-21474836.-48
9,a,0.36,-21474836.-48,-21474836.-48
9,a,0.42,0.12,-21474836.-48
9,a,0.32,0.15,-21474836.-48
9,a,0.30,-21474836.-48,-21474836.-48
9,b,1005.90,,
9,t,27.0,,
9,l,271.4,,
9,h,63.26,,
9,a,0.26,0.-10,-21474836.-48
9,a,0.31,-21474836.-48,-21474836.-48
9,a,0.34,-21474836.-48,0.96
9,a,0.34,0.-2,-21474836.-48
9,a,0.33,-21474836.-48,-21474836.-48
9,a,0.38,0.-5,-21474836.-48
9,a,0.37,-21474836.-48,-21474836.-48
9,a,0.44,-21474836.-48,1.17
9,a,0.48,-21474836.-48,1.4
9,a,0.52,0.9,-21474836.-48
9,a,0.66,-21474836.-48,1.46
9,b,1005.82,,
9,a,0.54,-21474836.-48,-21474836.-48
9,a,0.59,-21474836.-48,0.79
9,a,0.50,-21474836.-48,1.3
9,a,0.36,0.24,-21474836.-48
9,a,0.27,0.1,-21474836.-48
10,a,0.32,-21474836.-48,0.75
10,a,0.27,0.0,-21474836.-48
10,a,0.27,-21474836.-48,-21474836.-48
10,a,0.11,-21474836.-48,0.99
10,a,0.16,0.-3,-21474836.-48
10,b,1005.82,,
10,t,26.937,,
10,l,288.48,,
10,h,62.68,,
10,a,0.5,-21474836.-48,-21474836.-48
10,a,0.5,0.11,-21474836.-48
10,a,0.8,-21474836.-48,-21474836.-48
10,a,0.2,-21474836.-48,-21474836.-48
10,a,0.16,-21474836.-48,1.45
10,a,0.9,-21474836.-48,-21474836.-48
10,a,0.18,0.-3,-21474836.-48
10,a,0.20,0.0,-21474836.-48
10,a,0.27,-21474836.-48,-21474836.-48
10,a,0.32,-21474836.-48,0.79
10,a,0.38,0.0,-21474836.-48
10,b,1005.85,,
10,a,0.46,0.16,-21474836.-48
10,a,0.53,-21474836.-48,-21474836.-48
10,a,0.52,0.7,-21474836.-48
10,a,0.62,-21474836.-48,-21474836.-48
10,a,0.50,-21474836.-48,1.14
11,a,0.46,-21474836.-48,-21474836.-48
11,a,0.39,-21474836.-48,0.87
11,a,0.36,0.22,-21474836.-48
11,a,0.29,0.15,-21474836.-48
11,a,0.27,0.9,-21474836.-48
11,a,0.32,0.7,-21474836.-48
11,b,1005.80,,
11,t,26.875,,
11,l,64.0,,
11,h,62.19,,
11,a,0.34,-21474836.-48,-21474836.-48
11,a,0.50,-21474836.-48,1.11
11,a,0.51,0.26,-21474836.-48
11,a,0.83,-21474836.-48,-21474836.-48
11,a,0.84,-21474836.-48,1.4
11,a,0.79,-21474836.-48,0.80
11,a,0.65,0.34,-21474836.-48
11,a,0.77,-21474836.-48,0.62
11,a,0.68,0.32,-21474836.-48
11,a,0.64,0.11,-21474836.-48
11,b,1005.77,,
11,a,0.75,-21474836.-48,0.45
11,a,0.78,0.13,-21474836.-48
11,a,0.84,-21474836.-48,-21474836.-48
11,a,0.87,-21474836.-48,0.20
11,a,1.1,-21474836.-48,0.22
11,a,1.8,-21474836.-48,-21474836.-48
12,a,1.9,0.6,-21474836.-48
12,a,1.15,0.53,-21474836.-48
12,a,0.96,-21474836.-48,0.4
12,a,0.89,0.36,-21474836.-48
12,a,0.89,0.48,-21474836.-48
12,b,1005.83,,
12,t,26.875,,
12,l,57.56,,
12,h,61.77,,
12,a,0.81,-21474836.-48,0.23
12,a,0.76,0.32,-21474836.-48
12,a,0.73,-21474836.-48,-21474836.-48
12,a,0.73,0.25,-21474836.-48
12,a,0.69,0.17,-21474836.-48
12,a,0.68,-21474836.-48,0.78
12,a,0.64,0.13,-21474836.-48
12,a,0.63,0.13,-21474836.-48
12,a,0.52,0.30,-21474836.-48
12,a,0.44,-21474836.-48,-21474836.-48
12,a,0.34,0.9,-21474836.-48
12,b,1005.75,,
12,a,0.34,0.9,-21474836.-48
12,a,0.29,0.0,-21474836.-48
12,a,0.36,-21474836.-48,-21474836.-48
12,a,0.38,-21474836.-48,0.75
12,a,0.44,-21474836.-48,0.88
13,a,0.46,-21474836.-48,-21474836.-48
13,a,0.49,-21474836.-48,0.90
13,a,0.56,0.-2,-21474836.-48
13,a,0.60,-21474836.-48,-21474836.-48
13,a,0.62,-21474836.-48,1.19
13,b,1005.74,,
13,t,26.843,,
13,l,116.72,,
13,h,61.19,,
13,a,0.56,0.36,-21474836.-48
13,a,0.45,-21474836.-48,0.94
13,a,0.37,0.28,-21474836.-48
13,a,0.21,0.6,-21474836.-48
13,a,0.19,-21474836.-48,-21474836.-48
13,a,0.4,0.-4,-21474836.-48
13,a,0.2,0.0,-21474836.-48
13,a,0.-12,-21474836.-48,-21474836.-48
13,a,0.-20,0.18,-21474836.-48
13,a,0.-36,-21474836.-48,-21474836.-48
13,a,0.-51,-21474836.-48,-21474836.-48
13,b,1005.88,,
13,a,0.-69,-21474836.-48,1.19
13,a,0.-41,0.50,-21474836.-48
13,a,0.-43,-21474836.-48,1.34
13,a,0.-27,0.42,-21474836.-48
13,a,0.-23,0.29,-21474836.-48
14,a,0.-6,0.26,-21474836.-48
14,a,0.-4,0.28,-21474836.-48
14,a,0.0,-21474836.-48,-21474836.-48
14,a,0.2,-21474836.-48,-21474836.-48
14,a,0.-2,0.35,-21474836.-48
14,a,0.-8,-21474836.-48,-21474836.-48
14,b,1005.82,,
14,t,26.750,,
14,l,117.68,,
14,h,60.71,,
14,a,0.-1,0.45,-21474836.-48
14,a,0.-8,-21474836.-48,-21474836.-48
14,a,0.-9,0.64,-21474836.-48
14,a,0.-13,0.62,-21474836.-48
14,a,0.-15,-21474836.-48,-21474836.-48
14,a,0.-4,-21474836.-48,-21474836.-48
14,a,0.-11,0.45,-21474836.-48
14,a,0.-7,-21474836.-48,-21474836.-48
14,a,0.-11,-21474836.-48,0.81
14,a,0.-9,0.57,-21474836.-48
14,b,1005.85,,
14,a,0.-11,-21474836.-48,-21474836.-48
14,a,0.-23,-21474836.-48,0.69
14,a,0.-20,0.65,-21474836.-48
14,a,0.-31,0.78,-21474836.-48
14,a,0.-33,-21474836.-48,-21474836.-48
14,a,0.-24,0.82,-21474836.-48
15,a,0.-26,-21474836.-48,0.73
15,a,0.-40,-21474836.-48,0.48
15,a,0.-25,-21474836.-48,-21474836.-48
15,a,0.-21,-21474836.-48,0.42
15,a,0.-14,0.67,-21474836.-48
15,b,1005.80,,
15,t,26.687,,
15,l,289.44,,
15,h,60.22,,
15,a,0.-11,-21474836.-48,-21474836.-48
15,a,0.-8,-21474836.-48,0.49
15,a,0.-1,0.99,-21474836.-48
15,a,0.-2,-21474836.-48,-21474836.-48
15,a,0.-3,-21474836.-48,-21474836.-48
15,a,0.0,1.9,-21474836.-48
15,a,0.-13,-21474836.-48,0.74
15,a,0.10,-21474836.-48,0.84
15,a,0.-3,0.97,-21474836.-48
15,a,0.-10,0.83,-21474836.-48
15,a,0.-11,-21474836.-48,0.59
15,b,1005.80,,
15,a,0.-15,-21474836.-48,0.62
15,a,0.-20,-21474836.-48,0.64
15,a,0.-23,0.64,-21474836.-48
15,a,0.-22,0.59,-21474836.-48
15,a,0.-36,-21474836.-48,-21474836.-48
16,a,0.-53,0.53,-21474836.-48
16,a,0.-54,0.56,-21474836.-48
16,a,0.-73,-21474836.-48,-21474836.-48
16,a,0.-49,0.73,-21474836.-48
16,a,0.-47,0.77,-21474836.-48
16,b,1005.85,,
16,t,26.625,,
16,l,299.84,,
16,h,59.71,,
16,a,0.-47,-21474836.-48,-21474836.-48
16,a,0.-30,0.83,-21474836.-48
16,a,0.-16,-21474836.-48,-21474836.-48
16,a,0.-17,-21474836.-48,-21474836.-48
16,a,0.-25,0.69,-21474836.-48
16,a,0.-27,-21474836.-48,-21474836.-48
16,a,0.-22,-21474836.-48,-21474836.-48
16,a,0.-25,1.6,-21474836.-48
16,a,0.-27,-21474836.-48,-21474836.-48
16,a,0.-20,-21474836.-48,0.91
16,a,0.-44,1.8,-21474836.-48
16,b,1005.90,,
16,a,0.-32,1.10,-21474836.-48
16,a,0.-42,-21474836.-48,-21474836.-48
16,a,0.-52,1.6,-21474836.-48
16,a,0.-58,-21474836.-48,-21474836.-48
16,a,0.-62,-21474836.-48,0.50
17,a,0.-54,-21474836.-48,-21474836.-48
17,a,0.-46,-21474836.-48,0.52
17,a,0.-40,0.61,-21474836.-48
17,a,0.-48,0.50,-21474836.-48
17,a,0.-59,0.45,-21474836.-48
17,a,0.-65,0.34,-21474836.-48
17,b,1005.82,,
17,t,26.562,,
17,l,347.84,,
17,h,59.22,,
17,a,0.-70,-21474836.-48,-21474836.-48
17,a,0.-52,-21474836.-48,0.58
17,a,0.-66,0.80,-21474836.-48
17,a,0.-71,-21474836.-48,-21474836.-48
17,a,0.-51,-21474836.-48,0.78
17,a,0.-27,-21474836.-48,0.74
17,a,0.-26,0.97,-21474836.-48
17,a,0.-30,-21474836.-48,0.44
17,a,0.-26,1.3,-21474836.-48
17,a,0.-21,1.8,-21474836.-48
17,b,1005.77,,
17,a,0.-27,-21474836.-48,0.62
17,a,0.-17,1.28,-21474836.-48
17,a,0.-28,1.14,-21474836.-48
17,a,0.-38,-21474836.-48,-21474836.-48
17,a,0.-37,-21474836.-48,1.8
17,a,0.-64,-21474836.-48,-21474836.-48
18,a,0.-80,0.98,-21474836.-48
18,a,0.-81,0.86,-21474836.-48
18,a,0.-71,-21474836.-48,0.51
18,a,0.-60,-21474836.-48,0.53
18,a,0.-53,0.63,-21474836.-48
18,b,1005.85,,
18,t,26.531,,
18,l,402.56,,
18,h,58.74,,
18,a,0.-50,-21474836.-48,-21474836.-48
18,a,0.-53,-21474836.-48,0.41
18,a,0.-56,0.29,-21474836.-48
18,a,0.-60,-21474836.-48,0.25
18,a,0.-71,-21474836.-48,0.54
18,a,0.-52,-21474836.-48,-21474836.-48
18,a,0.-53,-21474836.-48,0.62
18,a,0.-64,1.4,-21474836.-48
18,a,0.-45,1.10,-21474836.-48
18,a,0.-26,1.15,-21474836.-48
18,a,0.-23,0.96,-21474836.-48
18,b,1005.83,,
18,a,0.-30,-21474836.-48,0.49
18,a,0.-27,0.80,-21474836.-48
18,a,0.-30,0.76,-21474836.-48
18,a,0.-33,0.86,-21474836.-48
18,a,0.-28,-21474836.-48,-21474836.-48
19,a,0.-7,1.0,-21474836.-48
19,a,0.-22,-21474836.-48,-21474836.-48
19,a,0.-32,-21474836.-48,0.97
19,a,0.-42,1.13,-21474836.-48
19,a,0.-54,1.20,-21474836.-48
19,b,1005.85,,
19,t,26.500,,
19,l,360.96,,
19,h,58.35,,
19,a,0.-63,-21474836.-48,0.87
19,a,0.-73,-21474836.-48,-21474836.-48
19,a,0.-72,-21474836.-48,-21474836.-48
19,a,0.-63,-21474836.-48,0.60
19,a,0.-55,0.45,-21474836.-48
19,a,0.-55,-21474836.-48,-21474836.-48
19,a,0.-56,-21474836.-48,0.37
19,a,0.-43,0.38,-21474836.-48
19,a,0.-54,-21474836.-48,0.39
19,a,0.-58,-21474836.-48,0.55
19,a,0.-53,0.82,-21474836.-48
19,b,1005.85,,
19,a,0.-36,1.5,-21474836.-48
19,a,0.-37,-21474836.-48,-21474836.-48
19,a,0.-34,1.7,-21474836.-48
19,a,0.-24,-21474836.-48,-21474836.-48
19,a,0.-16,-21474836.-48,0.79
20,a,0.-14,-21474836.-48,0.74
20,a,0.-10,-21474836.-48,0.76
20,a,0.-13,0.76,-21474836.-48
20,a,0.-14,0.68,-21474836.-48
20,a,0.-13,0.61,-21474836.-48
20,a,0.-15,0.56,-21474836.-48
20,b,1005.80,,
20,t,26.500,,
20,l,370.88,,
20,h,57.96,,
20,a,0.-16,-21474836.-48,0.72
20,a,0.-19,-21474836.-48,0.62
20,a,0.-26,0.50,-21474836.-48
20,a,0.-24,-21474836.-48,-21474836.-48
20,a,0.-75,-21474836.-48,0.77
20,a,0.-93,-21474836.-48,0.85
20,a,0.-73,1.12,-21474836.-48
20,a,0.-53,-21474836.-48,0.69
20,a,0.-34,0.68,-21474836.-48
20,a,0.-43,0.42,-21474836.-48
20,b,1005.82,,
20,a,0.-31,0.42,-21474836.-48
20,a,0.-23,0.43,-21474836.-48
20,a,0.-18,-21474836.-48,-21474836.-48
20,a,0.-14,-21474836.-48,0.66
20,a,0.-19,0.51,-21474836.-48
20,a,0.-32,-21474836.-48,-21474836.-48
21,a,0.-51,0.74,-21474836.-48
21,a,0.-55,0.92,-21474836.-48
21,a,0.-56,-21474836.-48,0.94
21,a,0.-8,1.5,-21474836.-48
21,a,0.-7,0.58,-21474836.-48
21,b,1005.88,,
21,t,26.531,,
21,l,323.51,,
21,h,57.67,,
21,a,0.-2,-21474836.-48,0.99
21,a,0.-8,0.59,-21474836.-48
21,a,0.-9,-21474836.-48,-21474836.-48
21,a,0.-24,-21474836.-48,0.59
21,a,0.-21,0.53,-21474836.-48
21,a,0.-20,-21474836.-48,-21474836.-48
21,a,0.-37,0.67,-21474836.-48
21,a,-1.-9,0.82,-21474836.-48
21,a,-1.-7,1.6,-21474836.-48
21,a,0.-89,-21474836.-48,-21474836.-48
21,a,0.-57,0.72,-21474836.-48
21,b,1005.90,,
21,a,0.-44,0.44,-21474836.-48
21,a,0.-37,0.32,-21474836.-48
21,a,0.-21,0.33,-21474836.-48
21,a,0.-9,-21474836.-48,-21474836.-48
