167195,WALKING
176218,OUTDOOR
197210,FLOORCHANGE
212210,NOFLOORCHANGE
323250,INDOOR
365250,FLOORCHANGE
385250,NOFLOORCHANGE
432226,IDLE
470226,WALKING
520226,IDLE
