10507,a,0.45,0.21,0.89
10554,a,0.45,0.23,0.88
10601,a,0.46,0.23,0.87
10648,a,0.44,0.22,0.85
10679,b,1006.8,,
10695,a,0.46,0.21,0.89
10742,a,0.44,0.2,0.9
10789,a,0.42,0.21,0.89
10835,a,0.43,0.21,0.91
10882,a,0.42,0.19,0.93
10929,a,0.42,0.18,0.91
10976,a,0.43,0.15,0.92
11023,a,0.41,0.15,0.91
11070,a,0.38,0.16,0.9
11117,a,0.39,0.19,0.87
11164,a,0.42,0.2,0.89
11179,b,1006.8,,
11179,t,25.156,,
11179,l,8.75,,
11179,h,99.99,,
11226,a,0.43,0.19,0.91
11273,a,0.43,0.19,0.92
11320,a,0.41,0.19,0.92
11367,a,0.41,0.19,0.92
11414,a,0.41,0.18,0.89
11460,a,0.41,0.2,0.89
11507,a,0.39,0.18,0.88
11554,a,0.36,0.19,0.91
11601,a,0.3,0.19,0.93
11648,a,0.34,0.16,0.95
11679,b,1006.82,,
11695,a,0.37,0.14,0.93
11742,a,0.37,0.11,0.94
11789,a,0.34,0.1,0.93
11835,a,0.36,0.1,0.97
11882,a,0.33,0.08,0.97
11929,a,0.34,0.05,0.95
11976,a,0.36,0.04,0.97
12023,a,0.33,0,0.94
12070,a,0.34,-0.04,0.98
12117,a,0.33,-0.04,0.95
12164,a,0.32,0,0.91
12179,b,1006.79,,
12179,t,25.218,,
12179,l,10.28,,
12179,h,99.99,,
12226,a,0.27,0.04,0.98
12273,a,0.3,-0.02,0.98
12320,a,0.29,-0.01,0.92
12367,a,0.29,-0.02,0.87
12414,a,0.31,0,1
12460,a,0.39,-0.04,1.09
12507,a,0.31,-0.03,1
12554,a,0.28,-0.01,0.96
12601,a,0.32,-0.01,0.9
12648,a,0.28,0,0.97
12679,b,1006.83,,
12695,a,0.29,0.01,0.95
12742,a,0.28,0,0.96
12789,a,0.29,0,0.98
12835,a,0.29,0.01,0.97
12882,a,0.31,0,0.98
12929,a,0.31,0,0.97
12976,a,0.31,0.01,0.96
13023,a,0.3,0.02,0.96
13070,a,0.3,0.03,0.95
13117,a,0.3,0.03,0.96
13164,a,0.29,0.03,0.95
13179,b,1006.78,,
13179,t,25.25,,
13179,l,9.7,,
13179,h,99.99,,
13226,a,0.32,0.02,0.97
13273,a,0.3,0.01,0.96
13320,a,0.29,0.03,0.96
13367,a,0.28,0.02,0.95
13414,a,0.34,0.05,0.98
13460,a,0.39,0.09,0.96
13507,a,0.37,0.11,0.96
13554,a,0.32,0.01,0.99
13601,a,0.25,-0.01,0.98
13648,a,0.19,-0.06,0.94
13679,b,1006.8,,
13695,a,0.22,-0.02,0.95
13742,a,0.32,-0.03,0.98
13789,a,0.34,-0.02,0.98
13835,a,0.29,0.02,0.98
13882,a,0.28,0.05,0.96
13929,a,0.3,0.06,0.97
13976,a,0.25,0.07,0.83
14023,a,0.37,0.07,1.26
14070,a,0.26,-0.04,1.01
14117,a,0.2,-0.06,1.1
14164,a,0.2,-0.01,0.76
14179,b,1006.8,,
14179,t,25.312,,
14179,l,9.39,,
14179,h,99.99,,
14226,a,0.25,0.08,0.76
14273,a,0.63,0.03,1.31
14320,a,0.31,0,0.99
14367,a,0.27,-0.06,0.93
14414,a,0.41,-0.07,0.97
14460,a,0.32,-0.03,0.95
14507,a,0.26,0,0.9
14554,a,0.33,0.08,0.96
14601,a,0.37,0.16,0.97
14648,a,0.38,0.19,0.91
14679,b,1006.82,,
14695,a,0.39,0.23,0.88
14742,a,0.43,0.23,0.87
14789,a,0.42,0.24,0.82
14835,a,0.45,0.24,0.9
14882,a,0.47,0.23,0.89
14929,a,0.46,0.23,0.89
