[2018-03-20 13:52:17],15320,a,0.65,0.33,1.01,
[2018-03-20 13:52:17],15367,a,0.68,0.62,0.78,
[2018-03-20 13:52:17],15414,a,0.68,0.58,0.63,
[2018-03-20 13:52:17],15460,a,0.69,0.41,0.55,
[2018-03-20 13:52:17],15507,a,0.52,0.32,0.73,
[2018-03-20 13:52:17],15554,a,0.60,0.29,0.84,
[2018-03-20 13:52:17],15601,a,0.31,0.36,1.15,
[2018-03-20 13:52:18],15648,a,0.54,0.08,0.96,
[2018-03-20 13:52:18],15679,b,1006.87,
[2018-03-20 13:52:18],15695,a,0.79,0.20,1.00,
[2018-03-20 13:52:18],15742,a,0.27,0.36,1.20,
[2018-03-20 13:52:18],15789,a,0.06,0.34,1.03,
[2018-03-20 13:52:18],15835,a,0.48,0.20,0.77,
[2018-03-20 13:52:18],15882,a,0.43,0.29,0.91,
[2018-03-20 13:52:18],15929,a,0.50,0.33,0.86,
[2018-03-20 13:52:18],15976,a,0.49,0.40,0.79,
[2018-03-20 13:52:18],16023,a,0.45,0.43,0.83,
[2018-03-20 13:52:18],16070,a,0.54,0.37,0.75,
[2018-03-20 13:52:18],16117,a,0.58,0.29,0.85,
[2018-03-20 13:52:18],16164,a,0.45,0.27,0.80,
[2018-03-20 13:52:18],16179,b,1006.86,
[2018-03-20 13:52:18],16179,t,25.437,
[2018-03-20 13:52:18],16179,l,9.28,
[2018-03-20 13:52:18],16179,h,99.99,
[2018-03-20 13:52:18],16226,a,0.18,0.40,0.62,
[2018-03-20 13:52:18],16273,a,0.35,0.39,0.87,
[2018-03-20 13:52:18],16320,a,0.42,0.38,0.82,
[2018-03-20 13:52:18],16367,a,0.47,0.45,0.82,
[2018-03-20 13:52:18],16414,a,0.44,0.34,0.70,
[2018-03-20 13:52:18],16460,a,0.55,0.37,0.74,
[2018-03-20 13:52:18],16507,a,0.34,0.62,0.98,
[2018-03-20 13:52:18],16554,a,0.48,0.31,0.91,
[2018-03-20 13:52:18],16601,a,0.28,0.62,0.85,
[2018-03-20 13:52:19],16648,a,0.26,0.60,0.92,
[2018-03-20 13:52:19],16679,b,1006.81,
[2018-03-20 13:52:19],16695,a,0.39,0.90,0.97,
[2018-03-20 13:52:19],16742,a,0.45,0.81,0.59,
[2018-03-20 13:52:19],16789,a,0.63,0.47,0.42,
[2018-03-20 13:52:19],16835,a,0.46,0.50,0.87,
[2018-03-20 13:52:19],16882,a,0.52,0.67,0.47,
[2018-03-20 13:52:19],16929,a,0.51,0.63,0.58,
[2018-03-20 13:52:19],16976,a,0.51,0.61,0.67,
[2018-03-20 13:52:19],17023,a,0.37,0.66,0.62,
[2018-03-20 13:52:19],17070,a,0.49,0.63,0.75,
[2018-03-20 13:52:19],17117,a,0.45,0.66,0.61,
[2018-03-20 13:52:19],17164,a,0.39,0.60,0.68,
[2018-03-20 13:52:19],17179,b,1006.78,
[2018-03-20 13:52:19],17179,t,25.468,
[2018-03-20 13:52:19],17179,l,130.88,
[2018-03-20 13:52:19],17179,h,99.99,
[2018-03-20 13:52:19],17226,a,0.55,0.59,0.63,
[2018-03-20 13:52:19],17273,a,0.29,0.85,0.56,
[2018-03-20 13:52:19],17320,a,0.75,0.62,0.74,
[2018-03-20 13:52:19],17367,a,0.59,0.54,0.53,
[2018-03-20 13:52:19],17414,a,0.62,0.47,0.59,
[2018-03-20 13:52:19],17460,a,0.64,0.46,0.60,
[2018-03-20 13:52:19],17507,a,0.69,0.49,0.57,
[2018-03-20 13:52:19],17554,a,0.66,0.41,0.65,
[2018-03-20 13:52:19],17601,a,0.69,0.48,0.52,
[2018-03-20 13:52:20],17648,a,0.63,0.56,0.56,
[2018-03-20 13:52:20],17679,b,1006.81,
[2018-03-20 13:52:20],17695,a,0.85,0.39,0.75,
[2018-03-20 13:52:20],17742,a,0.80,0.53,-0.40,
[2018-03-20 13:52:20],17789,a,0.65,0.33,0.84,
[2018-03-20 13:52:20],17835,a,0.54,0.27,0.86,
[2018-03-20 13:52:20],17882,a,0.62,0.06,0.72,
[2018-03-20 13:52:20],17929,a,0.63,0.08,0.53,
[2018-03-20 13:52:20],17976,a,0.70,0.19,0.69,
[2018-03-20 13:52:20],18023,a,0.66,0.17,0.67,
[2018-03-20 13:52:20],18070,a,0.72,0.12,0.72,
[2018-03-20 13:52:20],18117,a,0.62,0.10,0.74,
[2018-03-20 13:52:20],18164,a,0.64,0.07,0.75,
[2018-03-20 13:52:20],18179,b,1006.85,
[2018-03-20 13:52:20],18187,t,25.531,
[2018-03-20 13:52:20],18187,l,95.84,
[2018-03-20 13:52:20],18187,h,99.99,
[2018-03-20 13:52:20],18242,a,0.46,0.10,0.71,
[2018-03-20 13:52:20],18281,a,0.43,0.26,0.98,
[2018-03-20 13:52:20],18328,a,0.39,0.18,0.82,
[2018-03-20 13:52:20],18375,a,0.27,0.08,0.86,
[2018-03-20 13:52:20],18421,a,0.40,0.07,0.97,
[2018-03-20 13:52:20],18468,a,0.40,-0.14,0.77,
[2018-03-20 13:52:20],18515,a,0.30,-0.18,1.00,
[2018-03-20 13:52:20],18562,a,0.12,0.03,1.23,
[2018-03-20 13:52:21],18609,a,0.22,-0.17,0.79,
[2018-03-20 13:52:21],18656,a,0.14,0.16,1.07,
[2018-03-20 13:52:21],18679,b,1006.85,
[2018-03-20 13:52:21],18703,a,0.13,0.22,1.15,
[2018-03-20 13:52:21],18750,a,0.09,0.09,1.09,
[2018-03-20 13:52:21],18796,a,0.07,0.28,1.11,
[2018-03-20 13:52:21],18843,a,0.09,0.12,0.96,
[2018-03-20 13:52:21],18890,a,0.20,0.22,1.09,
[2018-03-20 13:52:21],18937,a,0.10,0.22,1.09,
[2018-03-20 13:52:21],18984,a,0.17,0.17,0.94,
[2018-03-20 13:52:21],19031,a,0.16,0.23,0.97,
[2018-03-20 13:52:21],19078,a,0.16,0.20,0.98,
[2018-03-20 13:52:21],19125,a,0.04,0.02,0.84,
[2018-03-20 13:52:21],19171,a,0.11,0.09,1.01,
[2018-03-20 13:52:21],19187,b,1008.33,
[2018-03-20 13:52:21],19187,t,25.562,
[2018-03-20 13:52:21],19187,l,4.17,
[2018-03-20 13:52:21],19187,h,99.99,
[2018-03-20 13:52:21],19234,a,0.11,0.04,0.90,
[2018-03-20 13:52:21],19281,a,0.10,-0.09,0.94,
[2018-03-20 13:52:21],19328,a,0.07,0.08,1.06,
[2018-03-20 13:52:21],19375,a,0.09,0.00,1.02,
[2018-03-20 13:52:21],19421,a,0.05,-0.01,1.03,
[2018-03-20 13:52:21],19468,a,0.00,-0.04,1.10,
[2018-03-20 13:52:21],19515,a,0.05,0.02,0.96,
[2018-03-20 13:52:21],19562,a,0.04,0.07,0.98,
[2018-03-20 13:52:22],19609,a,0.01,-0.01,0.89,
[2018-03-20 13:52:22],19656,a,0.04,0.07,0.97,
[2018-03-20 13:52:22],19687,b,1006.90,
[2018-03-20 13:52:22],19703,a,0.00,0.27,1.06,
[2018-03-20 13:52:22],19750,a,-0.07,0.14,1.00,
[2018-03-20 13:52:22],19796,a,-0.12,0.18,1.03,
[2018-03-20 13:52:22],19843,a,-0.08,0.32,0.97,
[2018-03-20 13:52:22],19890,a,-0.22,0.22,0.96,
[2018-03-20 13:52:22],19937,a,-0.30,0.14,0.93,
[2018-03-20 13:52:22],19984,a,-0.38,0.24,0.88,
[2018-03-20 13:52:22],20031,a,-0.41,0.14,0.82,
[2018-03-20 13:52:22],20078,a,-0.39,0.15,0.80,
[2018-03-20 13:52:22],20125,a,-0.44,0.16,0.87,
[2018-03-20 13:52:22],20171,a,-0.51,0.20,0.87,
[2018-03-20 13:52:22],20187,b,1006.91,
[2018-03-20 13:52:22],20187,t,25.562,
[2018-03-20 13:52:22],20187,l,321.76,
[2018-03-20 13:52:22],20187,h,99.99,
[2018-03-20 13:52:22],20234,a,-0.45,0.22,0.82,
[2018-03-20 13:52:22],20281,a,-0.56,0.27,0.72,
[2018-03-20 13:52:22],20328,a,-0.56,0.19,0.75,
[2018-03-20 13:52:22],20375,a,-0.63,0.25,0.75,
[2018-03-20 13:52:22],20421,a,-0.49,0.29,0.80,
[2018-03-20 13:52:22],20468,a,-0.68,0.37,0.78,
[2018-03-20 13:52:22],20515,a,-0.54,0.26,0.73,
[2018-03-20 13:52:22],20562,a,-0.34,0.22,0.77,
[2018-03-20 13:52:23],20609,a,-0.38,0.46,0.77,
[2018-03-20 13:52:23],20656,a,-0.24,0.20,1.04,
[2018-03-20 13:52:23],20687,b,1006.82,
[2018-03-20 13:52:23],20703,a,-0.23,0.32,1.07,
[2018-03-20 13:52:23],20750,a,0.12,-0.08,0.87,
[2018-03-20 13:52:23],20796,a,0.23,-0.09,1.15,
[2018-03-20 13:52:23],20843,a,0.31,-0.07,0.87,
[2018-03-20 13:52:23],20890,a,0.49,0.02,1.11,
[2018-03-20 13:52:23],20937,a,0.44,0.00,0.91,
[2018-03-20 13:52:23],20984,a,0.81,0.04,0.98,
[2018-03-20 13:52:23],21031,a,0.52,-0.05,0.66,
[2018-03-20 13:52:23],21078,a,0.74,0.11,0.90,
[2018-03-20 13:52:23],21125,a,0.60,-0.12,0.92,
[2018-03-20 13:52:23],21171,a,0.91,-0.14,-0.75,
[2018-03-20 13:52:23],21187,b,1006.82,
[2018-03-20 13:52:23],21187,t,25.625,
[2018-03-20 13:52:23],21187,l,184.32,
[2018-03-20 13:52:23],21187,h,99.99,
[2018-03-20 13:52:23],21234,a,0.65,-0.11,0.56,
[2018-03-20 13:52:23],21281,a,0.77,-0.08,0.72,
[2018-03-20 13:52:23],21328,a,0.73,-0.04,0.74,
[2018-03-20 13:52:23],21375,a,0.60,-0.06,0.83,
[2018-03-20 13:52:23],21421,a,0.71,-0.12,0.66,
[2018-03-20 13:52:23],21468,a,0.73,-0.08,0.63,
[2018-03-20 13:52:23],21515,a,0.68,-0.06,0.68,
[2018-03-20 13:52:23],21562,a,0.66,-0.13,0.84,
[2018-03-20 13:52:24],21609,a,0.93,-0.03,0.49,
[2018-03-20 13:52:24],21656,a,0.69,-0.13,0.61,
[2018-03-20 13:52:24],21687,b,1006.85,
[2018-03-20 13:52:24],21703,a,0.99,0.04,0.52,
[2018-03-20 13:52:24],21750,a,0.63,-0.22,0.00,
[2018-03-20 13:52:24],21796,a,0.90,0.00,0.48,
[2018-03-20 13:52:24],21843,a,0.86,-0.21,0.47,
[2018-03-20 13:52:24],21890,a,0.92,-0.02,0.52,
[2018-03-20 13:52:24],21937,a,0.92,-0.08,0.62,
[2018-03-20 13:52:24],21984,a,0.86,-0.25,0.27,
[2018-03-20 13:52:24],22031,a,1.16,-0.01,0.52,
[2018-03-20 13:52:24],22078,a,1.22,0.07,0.84,
[2018-03-20 13:52:24],22125,a,0.88,-0.09,0.63,
[2018-03-20 13:52:24],22171,a,1.11,0.18,0.66,
[2018-03-20 13:52:24],22187,b,1006.82,
[2018-03-20 13:52:24],22187,t,25.656,
[2018-03-20 13:52:24],22187,l,179.36,
[2018-03-20 13:52:24],22187,h,99.99,
[2018-03-20 13:52:24],22234,a,0.92,-0.28,0.64,
[2018-03-20 13:52:24],22281,a,0.87,-0.09,0.47,
[2018-03-20 13:52:24],22328,a,0.88,-0.08,0.51,
[2018-03-20 13:52:24],22375,a,0.78,-0.21,0.48,
[2018-03-20 13:52:24],22421,a,0.78,-0.24,0.52,
[2018-03-20 13:52:24],22468,a,0.83,-0.14,0.54,
[2018-03-20 13:52:24],22515,a,0.92,0.14,0.34,
[2018-03-20 13:52:24],22562,a,0.90,-0.57,0.17,
[2018-03-20 13:52:25],22609,a,0.86,-0.60,0.27,
[2018-03-20 13:52:25],22656,a,0.67,-0.50,0.20,
[2018-03-20 13:52:25],22687,b,1006.79,
[2018-03-20 13:52:25],22703,a,0.33,-0.53,0.53,
[2018-03-20 13:52:25],22750,a,0.73,-0.59,0.51,
[2018-03-20 13:52:25],22796,a,0.52,-0.67,0.55,
[2018-03-20 13:52:25],22843,a,0.59,-0.52,0.52,
[2018-03-20 13:52:25],22890,a,0.48,-0.60,0.63,
[2018-03-20 13:52:25],22937,a,0.44,-0.52,0.87,
[2018-03-20 13:52:25],22984,a,0.41,-0.64,0.69,
[2018-03-20 13:52:25],23031,a,0.29,-0.62,0.70,
[2018-03-20 13:52:25],23078,a,0.32,-0.84,0.57,
[2018-03-20 13:52:25],23125,a,0.55,-0.34,0.74,
[2018-03-20 13:52:25],23171,a,0.45,-0.58,0.94,
[2018-03-20 13:52:25],23187,b,1006.90,
[2018-03-20 13:52:25],23187,t,25.656,
[2018-03-20 13:52:25],23187,l,109.36,
[2018-03-20 13:52:25],23187,h,99.99,
[2018-03-20 13:52:25],23234,a,0.30,-0.76,0.73,
[2018-03-20 13:52:25],23281,a,0.17,-0.74,0.67,
[2018-03-20 13:52:25],23328,a,0.14,-0.65,0.66,
[2018-03-20 13:52:25],23375,a,-0.04,-0.55,0.59,
[2018-03-20 13:52:25],23421,a,0.07,-0.67,0.83,
[2018-03-20 13:52:25],23468,a,0.18,-0.74,0.75,
[2018-03-20 13:52:25],23515,a,0.16,-0.71,0.74,
[2018-03-20 13:52:25],23562,a,0.13,-0.63,0.63,
[2018-03-20 13:52:26],23609,a,0.06,-0.53,0.67,
[2018-03-20 13:52:26],23656,a,0.00,-0.47,0.69,
[2018-03-20 13:52:26],23687,b,1006.88,
[2018-03-20 13:52:26],23703,a,-0.13,-0.31,0.94,
[2018-03-20 13:52:26],23750,a,0.00,-0.15,1.04,
[2018-03-20 13:52:26],23796,a,0.05,-0.30,0.87,
[2018-03-20 13:52:26],23843,a,-0.05,-0.29,0.71,
[2018-03-20 13:52:26],23890,a,0.13,-0.19,0.97,
[2018-03-20 13:52:26],23937,a,0.01,-0.32,1.10,
[2018-03-20 13:52:26],23984,a,-0.07,-0.38,1.02,
[2018-03-20 13:52:26],24031,a,-0.13,-0.27,0.91,
[2018-03-20 13:52:26],24078,a,-0.18,-0.25,0.92,
[2018-03-20 13:52:26],24125,a,0.04,-0.60,1.01,
[2018-03-20 13:52:26],24171,a,-0.01,-0.48,1.00,
[2018-03-20 13:52:26],24187,b,1006.86,
[2018-03-20 13:52:26],24187,t,25.687,
[2018-03-20 13:52:26],24187,l,33.8,
[2018-03-20 13:52:26],24187,h,99.99,
[2018-03-20 13:52:26],24234,a,-0.03,-0.34,0.90,
[2018-03-20 13:52:26],24281,a,-0.37,-0.76,0.55,
[2018-03-20 13:52:26],24328,a,-0.20,-0.54,1.09,
[2018-03-20 13:52:26],24375,a,-0.66,-0.68,0.80,
[2018-03-20 13:52:26],24421,a,-0.23,-0.62,0.65,
[2018-03-20 13:52:26],24468,a,-0.32,-0.82,0.40,
[2018-03-20 13:52:26],24515,a,-0.48,-0.78,0.87,
[2018-03-20 13:52:26],24562,a,-0.10,-1.03,0.22,
[2018-03-20 13:52:27],24609,a,-0.23,-0.82,0.33,
[2018-03-20 13:52:27],24656,a,-0.11,-0.72,0.41,
[2018-03-20 13:52:27],24687,b,1006.86,
[2018-03-20 13:52:27],24703,a,-0.07,-0.81,0.24,
[2018-03-20 13:52:27],24750,a,-0.17,-0.78,0.36,
[2018-03-20 13:52:27],24796,a,-0.31,-0.77,0.48,
[2018-03-20 13:52:27],24843,a,-0.28,-0.64,0.47,
[2018-03-20 13:52:27],24890,a,-0.13,-0.47,0.46,
[2018-03-20 13:52:27],24937,a,-0.43,-0.78,0.46,
[2018-03-20 13:52:27],24984,a,-0.33,-0.92,0.44,
[2018-03-20 13:52:27],25031,a,-0.24,-0.84,0.47,
[2018-03-20 13:52:27],25078,a,-0.23,-0.82,0.42,
[2018-03-20 13:52:27],25125,a,-0.24,-0.85,0.40,
[2018-03-20 13:52:27],25171,a,-0.24,-0.90,0.39,
[2018-03-20 13:52:27],25187,b,1006.85,
[2018-03-20 13:52:27],25187,t,25.718,
[2018-03-20 13:52:27],25187,l,49.84,
[2018-03-20 13:52:27],25187,h,99.99,
[2018-03-20 13:52:27],25234,a,-0.24,-0.90,0.35,
[2018-03-20 13:52:27],25281,a,-0.22,-0.88,0.33,
[2018-03-20 13:52:27],25328,a,-0.21,-0.89,0.32,
[2018-03-20 13:52:27],25375,a,-0.25,-0.89,0.32,
[2018-03-20 13:52:27],25421,a,-0.22,-0.89,0.31,
[2018-03-20 13:52:27],25468,a,-0.24,-0.88,0.35,
[2018-03-20 13:52:27],25515,a,-0.26,-0.85,0.31,
[2018-03-20 13:52:27],25562,a,-0.28,-0.87,0.38,
[2018-03-20 13:52:28],25609,a,-0.27,-0.85,0.37,
[2018-03-20 13:52:28],25656,a,-0.26,-0.86,0.36,
[2018-03-20 13:52:28],25687,b,1006.88,
[2018-03-20 13:52:28],25703,a,-0.26,-0.86,0.35,
[2018-03-20 13:52:28],25750,a,-0.25,-0.86,0.34,
[2018-03-20 13:52:28],25796,a,-0.28,-0.88,0.34,
[2018-03-20 13:52:28],25843,a,-0.28,-0.87,0.34,
[2018-03-20 13:52:28],25890,a,-0.28,-0.87,0.35,
[2018-03-20 13:52:28],25937,a,-0.28,-0.86,0.35,
[2018-03-20 13:52:28],25984,a,-0.27,-0.86,0.35,
[2018-03-20 13:52:28],26031,a,-0.26,-0.85,0.35,
[2018-03-20 13:52:28],26078,a,-0.27,-0.87,0.33,
[2018-03-20 13:52:28],26125,a,-0.28,-0.89,0.33,
[2018-03-20 13:52:28],26171,a,-0.29,-0.88,0.35,
[2018-03-20 13:52:28],26187,b,1006.85,
[2018-03-20 13:52:28],26187,t,25.750,
[2018-03-20 13:52:28],26187,l,0.24,
[2018-03-20 13:52:28],26187,h,99.99,
[2018-03-20 13:52:28],26234,a,-0.28,-0.86,0.35,
[2018-03-20 13:52:28],26281,a,-0.29,-0.85,0.36,
[2018-03-20 13:52:28],26328,a,-0.27,-0.86,0.33,
[2018-03-20 13:52:28],26375,a,-0.27,-0.86,0.33,
[2018-03-20 13:52:28],26421,a,-0.26,-0.87,0.33,
[2018-03-20 13:52:28],26468,a,-0.28,-0.89,0.32,
[2018-03-20 13:52:28],26515,a,-0.29,-0.88,0.34,
[2018-03-20 13:52:28],26562,a,-0.29,-0.87,0.33,
[2018-03-20 13:52:29],26609,a,-0.29,-0.86,0.34,
[2018-03-20 13:52:29],26656,a,-0.29,-0.87,0.32,
[2018-03-20 13:52:29],26687,b,1006.79,
[2018-03-20 13:52:29],26703,a,-0.29,-0.86,0.33,
[2018-03-20 13:52:29],26750,a,-0.28,-0.86,0.32,
[2018-03-20 13:52:29],26796,a,-0.28,-0.86,0.32,
[2018-03-20 13:52:29],26843,a,-0.29,-0.87,0.32,
[2018-03-20 13:52:29],26890,a,-0.28,-0.87,0.32,
[2018-03-20 13:52:29],26937,a,-0.29,-0.89,0.33,
[2018-03-20 13:52:29],26984,a,-0.28,-0.87,0.32,
[2018-03-20 13:52:29],27031,a,-0.29,-0.88,0.32,
[2018-03-20 13:52:29],27078,a,-0.29,-0.87,0.33,
[2018-03-20 13:52:29],27125,a,-0.29,-0.86,0.32,
[2018-03-20 13:52:29],27171,a,-0.29,-0.86,0.33,
[2018-03-20 13:52:29],27187,b,1006.82,
[2018-03-20 13:52:29],27187,t,25.781,
[2018-03-20 13:52:29],27187,l,0.64,
[2018-03-20 13:52:29],27187,h,99.99,
[2018-03-20 13:52:29],27234,a,-0.29,-0.87,0.32,
[2018-03-20 13:52:29],27281,a,-0.28,-0.87,0.32,
[2018-03-20 13:52:29],27328,a,-0.28,-0.87,0.32,
[2018-03-20 13:52:29],27375,a,-0.29,-0.88,0.33,
[2018-03-20 13:52:29],27421,a,-0.29,-0.89,0.32,
[2018-03-20 13:52:29],27468,a,-0.29,-0.87,0.32,
[2018-03-20 13:52:29],27515,a,-0.28,-0.87,0.32,
[2018-03-20 13:52:29],27562,a,-0.29,-0.87,0.32,
[2018-03-20 13:52:30],27609,a,-0.29,-0.87,0.32,
[2018-03-20 13:52:30],27656,a,-0.29,-0.87,0.32,
[2018-03-20 13:52:30],27687,b,1006.79,
[2018-03-20 13:52:30],27703,a,-0.29,-0.88,0.31,
[2018-03-20 13:52:30],27750,a,-0.29,-0.87,0.31,
