17,28,4,#
17,28,4,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,3,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,3,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,3,#
17,28,3,#
17,28,3,#
17,28,3,#
17,28,3,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,3,#
17,28,3,#
17,28,3,#
17,28,3,#
17,28,3,#
17,28,3,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,0,#
17,28,3,#
17,28,3,#
17,28,3,#
17,28,4,#
17,28,4,#
17,28,4,#
17,28,0,#
17,28,0,#
17,28,44,#
17,28,44,#
17,28,193,#
